ФОТО: В Карелии спасатели помогли выбраться из снежного плена автомобилистам из Архангельска  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/foto-v-karelii-spasateli-pomogli-vybratsja-iz-snezhnogo-plena-avtomobilistam-iz-arhangelska/№%:№%:2019-02-02 10:10:01№%:№%:29378821
ВИДЕО: Женщина попала под колеса гонщика в Беломорске - страшные кадры  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/video-posmotrite-kak-zhenschina-popala-pod-kolesa-gonschika-v-belomorske/№%:№%:2019-02-02 09:50:02№%:№%:29378821
ВИДЕО: В поселке Карелии местные жители сами построили мост  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/video-v-poselke-karelii-mestnye-zhiteli-sami-postroili-most-kotoryj-slomal-gruzovik/№%:№%:2019-02-02 09:30:02№%:№%:29378821
Куда пойти в Петрозаводске 2 февраля: Сказки для детей, пижамная вечеринка и встречи одноклассников  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/kuda-pojti-v-petrozavodske-2-fevralja-skazki-dlja-detej-pizhamnaja-vecherinka-i-vstrechi-odnoklassnikov-417167/№%:№%:2019-02-02 09:05:02№%:№%:29378821
Какие события ожидаются в Петрозаводске и Карелии сегодня?  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/kakie-sobytija-ozhidajutsja-v-petrozavodske-i-karelii-segodnja-417145/№%:№%:2019-02-02 08:30:01№%:№%:29378821
Прогноз погоды на субботу  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/2019-02-02-prognoz-pogody-na-subbotu/№%:№%:2019-02-02 07:05:02№%:№%:29378821
В Карелии суд обязал освободить незаконно занятые земельные участки в заказнике  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417141/№%:№%:2019-02-02 02:50:02№%:№%:29378821
Совбез: Модернизация Онежского завода в Петрозаводске практически не ведётся  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417158/№%:№%:2019-02-02 02:05:02№%:№%:29378821
АРТ-ОБЪЕКТ - В Петрозаводске установят "Ветряк"  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417171/№%:№%:2019-02-02 01:25:02№%:№%:29378821
"Его усыпили и погубили" -  Дело о смерти в больнице Петрозаводска дошло до суда.  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417199/№%:№%:2019-02-02 00:45:02№%:№%:29378821
В Петрозаводске ищут тех, кто обезобразил территорию пляжа в Песках  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417182/№%:№%:2019-02-02 00:05:02№%:№%:29378821
В Петрозаводске бухгалтера медучреждения осудили за хищение более полумиллиона рублей  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417153/№%:№%:2019-02-01 23:50:02№%:№%:29378821
Главный сексолог страны назвал пятерку лучших авто для любовных утех   ПОДРОБНЕЕ:  https://stolicaonego.ru/news/glavnyj-seksolog-strany-nazval-pjaterku-luchshih-avto-dlja-ljubovnyh-uteh/№%:№%:2019-02-01 23:30:02№%:№%:29378821
ДОГУЛЯЛАСЬ - Директор турагентства Петрозаводска, прокутившая деньги клиентов, ждет суда  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417176/№%:№%:2019-02-01 23:25:02№%:№%:29378821
НОВЫЙ ОБЛИК - Мирошник допустила появление "космической" композиции на площади Гагарина  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417129/№%:№%:2019-02-01 22:55:02№%:№%:29378821
Что случилось в Петрозаводске и Карелии сегодня  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/2019-02-01-chto-sluchilos-v-petrozavodske-i-karelii-segodnja/№%:№%:2019-02-01 22:25:02№%:№%:29378821
ИЩУТ ПО ВСЕМУ ГОРОДУ - Полиция Петрозаводска разыскивает пару, подозреваемую в краже  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417136/№%:№%:2019-02-01 22:15:02№%:№%:29378821
На что россияне потратили больше всего денег в январе   ПОДРОБНЕЕ:  https://stolicaonego.ru/news/na-chto-rossijane-potratili-bolshe-vsego-deneg-v-janvare/№%:№%:2019-02-01 22:00:02№%:№%:29378821
РАЗВЕ ЭТО ЖИЗНЬ - В Карелии многодетная семья замерзает в аварийном доме  ПОДРОБНЕЕ:  https://stolicaonego.ru/news/417178/№%:№%:2019-02-01 21:45:02№%:№%:29378821
