Самый быстрый способ получать новости - телеграм-канал "Новостей Брянска".  Подписывайтесь и будьте в курсе всех последних событий! https://t.me/newsbryanskru№%:№%:2019-02-01 12:56:15№%:№%:157227477
Погода 2 февраля “порадует” брянцев мокрым снегом, дождем и туманом https://newsbryansk.ru/fn_431604.html   Днем на Брянщине температура воздуха будет колебаться от -3ºC до +2ºC.№%:№%:2019-02-02 09:25:24№%:№%:157227477
"Фейковый терроризм", обрушение дома, авария со скорой - слушайте в аудиоподкасте "Новостей Брянска" https://newsbryansk.ru/fn_431579.html   На этой рабочей неделе информационное поле было столь насыщенным, что вы вполне могли пропустить что-то важное. Но не с "Новостями Брянска". Мы напомним о том, что было!№%:№%:2019-02-01 20:25:34№%:№%:157227477
Стань соавтором "Новостей Брянска" https://newsbryansk.ru/fn_431529.html   Сетевое издание "Новости Брянска" запустило приложение, используя которое вы сможете стать соавторами новостей.№%:№%:2019-02-01 19:46:29№%:№%:157227477
Брянские студенты узнали, как на Балканах борются с терроризмом https://newsbryansk.ru/fn_431521.html   Студенты БГИТУ пообщались с радактором балканского направления медиахолдинга “RussiaToday” Вячеславом Чарским.№%:№%:2019-02-01 19:05:40№%:№%:157227477
Бежавшего в Испанию директора брянской турфирмы отправят за решетку https://newsbryansk.ru/fn_431594.html   Вместо испанских пляжей осужденную ждет колония общего режима.№%:№%:2019-02-01 18:41:09№%:№%:157227477
Соцсети: на месте аварии на Флотской обещали установить светофор полгода назад https://newsbryansk.ru/fn_431567.html№%:№%:2019-02-01 17:55:11№%:№%:157227477
Сотрудника брянской колонии задержали за продажу телефонов заключенным https://newsbryansk.ru/fn_431550.html   Служащий пенитенциарного учреждения с июня по октябрь 2018 года передавал одному из осужденных мобильные телефоны.№%:№%:2019-02-01 17:15:44№%:№%:157227477
ЧП на железной дороге: два вагона не поделили рельсы на станции Брянск-Орловский https://newsbryansk.ru/fn_431583.html   В момент столкновения в вагонах не было людей. Пострадавших нет.№%:№%:2019-02-01 16:40:11№%:№%:157227477
Главный архитектор Брянской области ушел в отставку https://newsbryansk.ru/fn_431548.html   Причиной отставки стали проволочки с подготовкой к строительству Дворца борьбы на территории старого аэропорта - телеграм-канал.№%:№%:2019-02-01 16:35:15№%:№%:157227477
