Пока новых деталей этой истории нет, хотим узнать ваше мнение путём народного голосования. На чьей стороне конкретно вы в данной ситуации?  Подробности здесь: https://63.ru/text/theme/11471?from=storyline№%:№%:2019-01-31 16:45:15№%:№%:29721010
ВНИМАНИЕ, РОЗЫГРЫШ! 1 пригласительный на 2 лица на поход в кинотеатр [club36516005|СИНЕМА ПАРК] в ТЦ «Парк Хаус».    Фильм: «Рассвет» У главной героини при загадочных обстоятельствах погибает брат. Девушку начинают преследовать реалистичные кошмары, и она отправляется в институт сомнологии, где ее вместе с другими пациентами погружают в совместное осознанное сновидение. Но после наступления рассвета они проснутся совсем в другой реальности, которая страшнее любого кошмара…   Условия конкурса:  1. Подписаться на страницу 63.ru | Самара.  2. Сделать ОДИН репост этой записи к себе на стену и не удалять его до конца конкурса — 15:00 местного времени 8 февраля 2019 г.  3. Ваша страница ВКонтакте должна быть реальной.    Условия розыгрыша:  1. Два победителя, получающие по приглашению на два лица, определяются с помощью ВК-приложения RandomApp.  2. Приём новых участников конкурса заканчивается 8 февраля 2019 г. в 14:00 местного времени. Публикация итогов состоится 8 февраля 2019 г. в 15:00 местного времени.  3. Билеты разыгрываются на киносеанс. Билеты действительны с 7 февраля 2019 года.    Удачи!  #конкурс@news63ru№%:№%:2019-02-01 17:00:09№%:№%:29721010
При какой температуре плавится золото? Для кого самарцы заказывают короны с драгоценными камнями? Зачем ювелир, начинающий свой путь в профессии, жертвует обручальным кольцом?    На все эти вопросы мы попытались узнать ответы у самарских мастеров: https://63.ru/text/job/65905671/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 16:22:51№%:№%:29721010
В мире только несколько художников пишут нефтью, но Марсель Шайдуллин — единственный профессиональный нефтяник. Его художественная карьера началась с маслянистого пятна на спецодежде. Художник даже вывел идеальный состав, который превращает это полезное ископаемое в краску!  https://63.ru/text/culture/65905701/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 16:14:58№%:№%:29721010
В день, когда произошла авария, Александр ехал с работы домой. Решил остановиться на обочине подкачать колесо. Но другому водителю обочина понадобилась для обгона. После столкновения Александр отлетел на несколько метров от машины, но был еще жив. Однако врачи оказались бессильны.   https://63.ru/text/criminal/65905511/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 16:06:03№%:№%:29721010
Маленькие следопыты не рассчитали свои силы и отправились в пешее путешествие по реке. К счастью, девочки сами смогли вызвать спасателей.   https://63.ru/text/incidents/65906361/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 15:54:03№%:№%:29721010
В Самарской области дорабатывают детали новой системы оплаты услуги по поставке газа в жилые дома. Уже с 1 февраля жители вновь получили возможность проводить платеж через интернет.  https://63.ru/text/house/65906221/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 15:48:49№%:№%:29721010
Самарские следователи наконец-то озвучили причину, по которой произошло страшное ДТП с пятью погибшими. Версия о том, что водитель минивэна заснул за рулем на трассе М-5, не подтвердилась.  https://63.ru/text/criminal/65905711/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 14:55:30№%:№%:29721010
Сурки сказали, что скоро весна. Метелям - отбой.  https://63.ru/text/spring/65905931/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 14:54:37№%:№%:29721010
По версии следствия, летом 2017 года тренер договорился с коллегой и ещё двумя напарниками о нападении на предпринимателя. Но его плану не суждено было сбыться.  https://63.ru/text/criminal/65905451/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 14:39:46№%:№%:29721010
Акушер-гинеколог Наталья Родионова хочет оспорить решение Октябрьского районного суда, который признал её виновной в смерти мамы тройняшек. Врач подала апелляцию в вышестоящую инстанцию.  https://63.ru/text/criminal/65905211/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 14:26:22№%:№%:29721010
У нас тоже должна быть своя вампирская сага. С пионерским лагерем и Волгой.   Генпродюсер кинокомпании «Среда» Александр Цекало назвал роман «Пищеблок» (который и хотят экранизировать) «настоящей литературой» и сказал, что поработать с ней — это счастье.  https://63.ru/text/culture/65905681/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 14:24:00№%:№%:29721010
Поздравляем победителей нашего розыгрыша! https://vk.com/wall-29721010_506986  [id429653351|Olga Mokshina] и [id21207618|Ксения Нестерова] получают свои пригласительные на шоу-спектакль «Настольные игры»!   Спасибо всем участникам!№%:№%:2019-02-01 14:00:13№%:№%:29721010
Вот и начался сезон падающих сосулек. На одной из детских площадок на проспекте Кирова на девочку упала ледяная глыба. Ребёнок серьёзно ранил ногу. Сейчас медики оказывают девочке необходимую помощь.   https://63.ru/text/incidents/65905581/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 13:48:20№%:№%:29721010
Скоро на Ташкентской установят новые дорожные знаки.  Когда они начнут действовать и какие ограничения ждут автомобилистов — в нашем материале: https://63.ru/text/transport/65905491/?utm_source=vk&utm_medium=social&utm_campaign=63№%:№%:2019-02-01 13:40:21№%:№%:29721010
