№%:№%:2018-12-18 08:15:00№%:№%:34274730
ДК ГАЗ глазами нашей замечательной подписчицы.  #nn #nnov #pg52№%:№%:2018-12-18 07:32:00№%:№%:34274730
Доброе утро! Хорошего дня.  #nn #nnov #pg52№%:№%:2018-12-18 06:24:00№%:№%:34274730
Спокойной ночи, Нижний Новгород! Приятных снов.  #nn #nnov #pg52№%:№%:2018-12-17 23:13:00№%:№%:34274730
Главные новости понедельника:  Самоубийство, как последствие взрыва на заводе имени Свердлова в Дзержинске. https://progorodnn.ru/news/78560  Стали известны сроки проведения ОГЭ И ЕГЭ в 2019 году. https://progorodnn.ru/news/78575  До 21 декабря необходимо собрать 7 миллионов рублей, родители Кати Кудрявцевой просят о помощи: пятилетняя нижегородка борется с саркомой Юинга. https://progorodnn.ru/news/78578  Названы водоемы Нижегородской области для безопасной рыбалки https://progorodnn.ru/news/78591    #nn #nnov #pg52 #новости№%:№%:2018-12-17 22:13:00№%:№%:34274730
№%:№%:2018-12-17 20:55:00№%:№%:34274730
Названы водоемы Нижегородской области для безопасной рыбалки  https://progorodnn.ru/news/78591  #nn #nnov #pg52 #новости№%:№%:2018-12-17 20:45:46№%:№%:34274730
Отгадайте загадку: на ямке, ямке сто ямок с ямкой.  Делитесь ответами в комментариях!  #nn #nnov #pg52№%:№%:2018-12-17 20:01:00№%:№%:34274730
Посмотрите, какой красавчик! Ну разве он не достоин добрых и надежных рук, которые потом его не выкинут на улицу? Прежние не постеснялись лишить крыши этого парня! Котик очень ласковый и умный, сразу признает того, кто его кормит! Молодой, года два, договоримся о льготной кастрации. Привезем сами, если у кого то нет возможности забрать самостоятельно.   Телефон куратора +79103853578 Мария  #nn #nnov #pg52 #найди_друга№%:№%:2018-12-17 19:37:04№%:№%:34274730
№%:№%:2018-12-17 19:30:00№%:№%:34274730
На здании администрации Ленинского района появился новогодний плакат с орфографической ошибкой.  https://progorodnn.ru/news/78584  #nn #nnov #pg52 #новости№%:№%:2018-12-17 19:05:08№%:№%:34274730
15-летняя девушка пропала в Нижнем Новгороде.  https://progorodnn.ru/news/78587  #nn #nnov #pg52 #новости№%:№%:2018-12-17 18:32:02№%:№%:34274730
Уже через две недели наступит самый главный и самый душевный праздник - Новый год!   Многие часто вспоминают, как отмечали его раньше... Вот и мы решили вспомнить. Это новогодние открытки прошлых лет, просто прелесть!  Делитесь своими открытками и фотографиями в комментариях.  #nn #nnov #pg52№%:№%:2018-12-17 18:13:00№%:№%:34274730
Нижегородская семья приняла участие в реалити-шоу «Обмен женами». Что из этого получилось, читайте в нашей статье:  https://progorodnn.ru/news/78582  #nn #nnov #pg52 #новости№%:№%:2018-12-17 17:34:00№%:№%:34274730
6 классных рецептов к новогоднему столу. Забирайте себе на стену, чтобы не потерять!  https://progorodnn.ru/lifehack/78583  #nn #nnov #pg52 #новости№%:№%:2018-12-17 17:00:15№%:№%:34274730
Гагинский район: уроженец Таджикистана отправился за решетку за изнасилование тещи и несовершеннолетних падчериц.   https://progorodnn.ru/news/78581  #nn #nnov #pg52 #новости№%:№%:2018-12-17 16:34:00№%:№%:34274730
Здравствуйте! В августе по Ул. Днепропетровская д.10 подкинули 2 рыжих котят (мальчики). Огромная просьба, если это читает тот человек который является хозяином этих котят, пожалуйста напишите мне. Я очень хочу взять у вас ещё одного малыша, если кто то знает хозяина этих малышей, пожалуйста скиньте мне ссылку в личные сообщения. Просьба не писать без повода, не предлагать своих котят, нужна именно та кошечка, т.к. от неё очень умные и очень красивые малыши. Слезно прошу распространить это сообщение репостами, я верю в теорию 6 рукопожатий. Не оставляйте их на улице пожалуйста, я заберу их у Вас.  #nn #nnov #pg52 #найди_друга№%:№%:2018-12-17 16:05:02№%:№%:34274730
До 21 декабря необходимо собрать 7 миллионов рублей, родители Кати Кудрявцевой просят о помощи: пятилетняя нижегородка борется с саркомой Юинга.  https://progorodnn.ru/news/78578  #nn #nnov #pg52 #новости№%:№%:2018-12-17 15:37:00№%:№%:34274730
Владимир Солодков найден, жив.  https://progorodnn.ru/news/78577  #nn #nnov #pg52 #новости№%:№%:2018-12-17 15:01:00№%:№%:34274730
В Шатковском районе молодой человек погиб в автомобильной катастрофе, он не справился с управлением.  https://progorodnn.ru/auto/78576  #nn #nnov #pg52 #новости№%:№%:2018-12-17 14:32:01№%:№%:34274730
Полицейский участок находился на Большой Московской улице (ныне улица Советская). Именно в этом здании, где сегодня находится «Почта России», а рядом – Канавинская автостанция. Оно сохранилось до наших дней, но, к сожалению, без башни.  #nn #nnov #pg52№%:№%:2018-12-17 14:13:00№%:№%:34274730
Стали известны сроки проведения ОГЭ И ЕГЭ в 2019 году.  https://progorodnn.ru/news/78575  #nn #nnov #pg52 #новости№%:№%:2018-12-17 13:34:00№%:№%:34274730
Пожар вспыхнул в жилом доме в Приокском районе Нижнего Новгорода: пострадал пенсионер.  https://progorodnn.ru/news/78545  #nn #nnov #pg52 #новости№%:№%:2018-12-17 13:15:16№%:№%:34274730
Экс-сотрудник Росгвардии наказан за незаконную продажу оружия и хранение у себя боевых патронов.  https://progorodnn.ru/news/78572  #nn #nnov #pg52 #новости№%:№%:2018-12-17 12:36:00№%:№%:34274730
Баскетбольный клуб «Нижний Новгород» победил подмосковные «Химки». Это было захватывающе!  https://progorodnn.ru/news/78574  #nn #nnov #pg52 #новости№%:№%:2018-12-17 12:03:03№%:№%:34274730
Шатковский район: мужчина чуть не убил свою престарелую мать топором.   https://progorodnn.ru/news/78573  #nn #nnov #pg52 #новости№%:№%:2018-12-17 11:35:00№%:№%:34274730
Сегодня, 17 декабря, в Вооруженных Силах Российской Федерации отмечается памятный день — День Ракетных войск стратегического назначения.  Войска состоят из ракетных армий, воинских частей. В составе имеются объединения, соединения, космодромы, полигоны, отдельная научно-исследовательская станция, научно-исследовательский институт, высшие военно-учебные заведения, учебные центры по подготовке младших специалистов и школа техников, арсеналы, ремонтные заводы, центральные базы.   #nn #nnov #pg52№%:№%:2018-12-17 11:06:00№%:№%:34274730
Погода на сегодня: изморозь и гололед.  https://progorodnn.ru/news/78571  #nn #nnov #pg52 #новости№%:№%:2018-12-17 10:30:05№%:№%:34274730
Планируется повышение цен на сладкое и соленое ради здоровья россиян  Россияне нерационально питаются, потребляют много сладкого и соленого, в числе рассматриваемых задач по уменьшению потребления соли и сахара стоит и повышение акцизов на некоторые продукты. Об этом сообщила глава минздрава РФ Вероника Скворцова на заседании совета законодателей.  Как вы относитесь к планируемым нововведениям?  #nn #nnov #pg52№%:№%:2018-12-17 10:05:04№%:№%:34274730
67-летний Владимир Солодков пропал в Нижнем Новгороде.  https://progorodnn.ru/news/78570  #nn #nnov #pg52 #новости№%:№%:2018-12-17 09:32:00№%:№%:34274730
Самоубийство, как последствие взрыва на заводе имени Свердлова в Дзержинске.  https://progorodnn.ru/news/78560  #nn #nnov #pg52 #новости№%:№%:2018-12-17 09:00:15№%:№%:34274730
Фото от подписчика. Благодарим за такой интересный снимок!  #nn #nnov #pg52№%:№%:2018-12-17 08:20:00№%:№%:34274730
Нижний, чувствуешь приближающийся праздник?  До Нового года осталось совсем ничего, а это значит, что пришло время волшебных кинокартин!   Найди подходящий фильм и окунись в новогоднюю магию вместе с [club20785629|Дом.ru MOVIX]   #pg52 #nn #domrunn #новыйгод #фильм№%:№%:2018-12-17 07:55:00№%:№%:34274730
Мороз и солнце день чудесный: какая погода ждет нижегородцев на рабочей неделе?  https://progorodnn.ru/news/78569  #nn #nnov #pg52 #погода№%:№%:2018-12-17 07:05:00№%:№%:34274730
Доброе утро, Нижний Новгород! Выспались?  #nn #nnov #pg52№%:№%:2018-12-17 06:30:00№%:№%:34274730
Доброй ночи! Набирайтесь сил перед рабочей неделей.  #nn #nnov #pg52№%:№%:2018-12-16 23:24:00№%:№%:34274730
Главные новости:   Огромная территория развлечений с двумя катками открылась в Нижнем Новгороде: https://progorodnn.ru/news/78561  Пенсионер из нижегородской глубинки на свои деньги сделал ремонт в больнице: https://progorodnn.ru/news/78562  Нижегородец, который сел пьяным за руль и угробил своего 6-летнего сына, выслушал приговор: https://progorodnn.ru/news/78565  Глеб Никитин и Владимир Мединский обсудили подготовку к 800-летию Нижнего Новгорода: https://progorodnn.ru/news/78566  Наталья Водянова заняла 29-ую строчку в списке ста самых сексуальных женщин России: https://progorodnn.ru/news/78554  #nn #nnov #pg52№%:№%:2018-12-16 21:40:57№%:№%:34274730
Наталья Водянова заняла 29-ую строчку в списке ста самых сексуальных женщин России: https://progorodnn.ru/news/78554  #nn #nnov #pg52№%:№%:2018-12-16 21:20:55№%:№%:34274730
Целых 53 пожарных приехали спасать пьяненькую нижегородку. Подробности на сайте: https://progorodnn.ru/news/78568  #nn #nnov #pg52№%:№%:2018-12-16 20:45:17№%:№%:34274730
Поймал педофила, а в результате получил наказание суровее, чем у обидчика  На днях Тосненский городской суд приговорил к исправительным работам ветерана чеченской кампании Дмитрия Мясникова, который самостоятельно задержал и доставил в полицию педофила. Сначала его обвиняли в разбое, потом в вымогательстве, но в итоге ограничились статьей "Угон автотранспорта". При этом соблазнитель 13-летней девочки, пойманный Мясниковым, отделался более мягким наказанием.  #nn #nnov #pg52№%:№%:2018-12-16 20:06:00№%:№%:34274730
Отгадайте загадку. Делитесь любимыми смайликами, если знаете ответ. Не подсказывайте!  #nn #nnov #pg52№%:№%:2018-12-16 20:00:01№%:№%:34274730
Музей-заповедник «Большое Болдино» может быть передан в федеральную собственность: https://progorodnn.ru/news/78567  #nn #nnov #pg52№%:№%:2018-12-16 19:03:24№%:№%:34274730
Уральская чиновница, отстраненная после слов «государство не просило вас рожать», вернулась к работе   Директор департамента молодежной политики Свердловской области Ольга Глацких вернулась к работе. Глацких разрешили вернуться к работе с 10 декабря. Теперь она будет возглавлять департамент молодежной политики два месяца — до его объединения с министерством общего и профессионального образования Свердловской области. Продолжит ли она работать в региональном правительстве после того — не уточняется.  #nn #nnov #pg52№%:№%:2018-12-16 18:02:03№%:№%:34274730
Глеб Никитин и Владимир Мединский обсудили подготовку к 800-летию Нижнего Новгорода. На что будут выделены средства из федерального бюджета, узнайте на сайте: https://progorodnn.ru/news/78566  https://progorodnn.ru/news/78566№%:№%:2018-12-16 17:42:03№%:№%:34274730
Нижегородец, который сел пьяным за руль и угробил своего 6-летнего сына, выслушал приговор (надо сказать, довольно мягкий). Мать погибшего мальчика просила закрыть уголовное дело. Подробности на сайте: https://progorodnn.ru/news/78565  #nn #nnov #pg52№%:№%:2018-12-16 17:42:00№%:№%:34274730
Есть новости? Увидели редкое явление, сфотографировали, сняли видео?    Сообщите об этом в разделе "Добавить новость" на нашем сайте: http://progorodnn.ru/sendnews, указав имя и телефон, или с помощью "Предложить новость".  За новость, опубликованную на сайте, народного корреспондента ждет гонорар.    #nn #nnov #pg52 #народный_корреспондент№%:№%:2018-12-16 17:35:00№%:№%:34274730
[club168500886|УмничкаНН Развивающие и деревянные игрушки.]   #УмничкаНН #nn #pg52№%:№%:2018-12-16 16:35:00№%:№%:34274730
№%:№%:2018-12-16 14:25:00№%:№%:34274730
Кадры молодого Сормово. Узнаете?  #nn #nnov #pg52№%:№%:2018-12-16 14:13:00№%:№%:34274730
Весьма оригинальную елочку установили народные умельцы в Дзержинске. А вы встречали что-то подобное? https://progorodnn.ru/news/78564  #nn #nnov #pg52№%:№%:2018-12-16 13:41:44№%:№%:34274730
Вот эта красотка стала самой сильной самбисткой Европы! Гордимся нашими спортсменами! Подробнее о победе Виолетты Саяпиной читайте на сайте: https://progorodnn.ru/news/78563  #nn #nnov #pg52№%:№%:2018-12-16 12:53:53№%:№%:34274730
Таким людям памятник при жизни ставить нужно. Пенсионер из нижегородской глубинки на свои деньги сделал ремонт в больнице. И это не единственное благое дело, которое сделал Василий Петрович. Читайте об этом на сайте: https://progorodnn.ru/news/78562  #nn #nnov #pg52  А вы бы стали вкладывать свои деньги и силы в ремонт госучреждений?№%:№%:2018-12-16 12:30:04№%:№%:34274730
№%:№%:2018-12-16 12:20:00№%:№%:34274730
Огромная территория развлечений с двумя катками открылась в Нижнем Новгороде. Это настоящая "Зимняя сказка"! Фото с открытия, режим работы, стоимость услуг узнайте на сайте: https://progorodnn.ru/news/78561  #nn #nnov #pg52№%:№%:2018-12-16 11:30:04№%:№%:34274730
№%:№%:2018-12-16 11:15:00№%:№%:34274730
Сегодня, 16 декабря, отмечается интересный и необычный праздник — День лохматых.   Ни для кого не секрет, иногда люди оценивают друг друга по внешнему виду. Однако под влиянием моды некоторые не заморачиваются над своей одеждой и прической. Лохматым прическам сегодня ни кто не удивляется, многие их считают милыми, а не неряшливыми.    В любом случае, этот праздник — повод хоть один день в году не заморачиваться над видом своей прически, поэтому показывайте себя лохматых в комментариях!  #nn #nnov #pg52№%:№%:2018-12-16 11:07:00№%:№%:34274730
Автоцистерна улетела с дороги в Нижегородской области: https://progorodnn.ru/news/78558  #nn #nnov #pg52№%:№%:2018-12-16 09:59:52№%:№%:34274730
Выходя на улицу, не забудьте варежки. Подробный прогноз погоды на сегодняшний день: https://progorodnn.ru/news/78559  #nn #nnov #pg52 #погода№%:№%:2018-12-16 09:23:54№%:№%:34274730
Вжух - и новый розыгрыш!   На сей раз на кону просто невероятно огромный суперприз - 3 фанатских набора от [club110578363|Додо]! А это значит, что победители получат возможность попробовать абсолютно все наши пиццы, которые есть в меню!   Не упустите свой шанс! Скорее вступай в группу vk.com/dodonino и выиграй его!   #pg52 #nn #додопицца #розыгрыш№%:№%:2018-12-16 09:15:00№%:№%:34274730
Фото от подписчика.  Присылайте и вы свои фото улочек Нижнего нам в «Предложить новость». Они обязательно будут опубликованы!  #nn #nnov #pg52№%:№%:2018-12-16 07:33:00№%:№%:34274730
Доброе утро, продуктивного выходного дня!  #nn #nnov #pg52№%:№%:2018-12-16 07:02:00№%:№%:34274730
Доброй ночи, любимый город.  #nn #nnov #pg52№%:№%:2018-12-15 23:40:00№%:№%:34274730
Главные новости:  Движение электротранспорта в центре Нижнего восстановлено: https://progorodnn.ru/news/78555  Коллекторы обещают 26-летней нижегородке облить ее кислотой: https://progorodnn.ru/news/78552  Где и как срубить елочку в рамках закона: https://progorodnn.ru/news/78542  Легковушка повисла на отбойнике Мызинского моста: https://progorodnn.ru/news/78546  #nn #nnov #pg52№%:№%:2018-12-15 21:51:53№%:№%:34274730
Из какого фильма этот кадр?  #nn #nnov #pg52№%:№%:2018-12-15 20:02:00№%:№%:34274730
В Сарове возродили традицию ныряния на авто в Сатис. Подробности и видео на сайте: https://progorodnn.ru/news/78557  #nn #nnov #pg52№%:№%:2018-12-15 19:30:05№%:№%:34274730
№%:№%:2018-12-15 19:10:00№%:№%:34274730
Итак, что же за эксперимент сегодня устроил наш журналист? Она пришла на кастинг нового шоу от телеканала ТНТ "Школа экстрасенсов"!  За 5 часов наша сотрудница успела не только проверить свои сверхспособности, но и устроить проверку другим участникам. Результат впечатлил!   Подробный отчёт о том, как проходил отбор и откровения участников совсем скоро на портале ProGorodNN!  PS: всё-таки наш город не готов к чёрной помаде, бабушки крестятся, подростки смеются, люди среднего возраста смотрят с недоумением...  #pg52 #nn #tnt #школаэкстрасенсов #кастинг№%:№%:2018-12-15 18:54:50№%:№%:34274730
Движение электротранспорта в центре Нижнего восстановлено. Подробности на сайте: https://progorodnn.ru/news/78555  #nn #nnov #pg52№%:№%:2018-12-15 18:45:51№%:№%:34274730
Выливайте свой кофе: LG сделала капсульную систему для варки крафтового пива  Система для варки крафтового пива, которую разработала компания LG, использует одноразовые капсулы, которые содержат солод, дрожжи, масло хмеля и ароматизаторы. Процесс, начиная от брожения и заканчивая очисткой системы, запускается одной кнопкой, а пользователь может наблюдать за ним с помощью мобильного приложения для Android или iOs. Владелец системы сможет выбрать один из пяти сортов пива: IPA, APA, сладкий стаут, богемский пильзнер, бельгийский витбир, и получить до пяти литров напитка приблизительно за две недели (в зависимости от рецепта).  #nn #nnov #pg52 #новости№%:№%:2018-12-15 18:07:01№%:№%:34274730
№%:№%:2018-12-15 16:55:00№%:№%:34274730
Нижегородка Лилия Васильевна жалуется:  «Когда же закончится моя 10-летняя переписка с администрацией Советского района? 10 лет прошу кронировать или спилить деревья под моим окном! В последний раз обещали сделать это в 4 квартале 2018 года. Сегодня 12 декабря, никто не появлялся. А перед праздником и не вспомнят, а там опять начнут обещать! Почему в Сормовском районе постоянно спиливают деревья под окнами, без всяких просьб, а у нас не допросишься? Когда уже администрация Советского района будет работать? Всегда наш район на плохом счету. Высоковский проезд, дом 10»  #nn #nnov #pg52№%:№%:2018-12-15 16:17:00№%:№%:34274730
Нижегородские коллекторы снова беспределят. На сей раз осыпают угрозами молодую женщину, обещая облить ее кислотой и лишить всего самого дорогого. https://progorodnn.ru/news/78552  #nn #nnov #pg52№%:№%:2018-12-15 15:31:48№%:№%:34274730
Слайдшоу с фотографиями молодого Нижнего Новгорода. Наслаждайтесь!  #nn #nnov #pg52№%:№%:2018-12-15 14:10:00№%:№%:34274730
Если вы хотите самостоятельно выбрать и срубить елочку для украшения своего дома к Новому году, при этом не заплатив штраф, переходите по ссылке и читайте, как это сделать: https://progorodnn.ru/news/78542  #nn #nnov #pg52№%:№%:2018-12-15 13:36:45№%:№%:34274730
Сделайте ваш праздник зажигательным с салютом от компании [club13457800|ПК-НН]. Именно здесь заказывают салюты на крупнейшие мероприятия города и области.  Уникальное предложение для нижегородцев: салют под музыку и лазерное шоу. Пиротехническое шоу с музыкой можно согласовать заранее. Это может стать изюминкой вашего корпоратива! Только в декабре: пиротехнические шоу для корпоративов от 40000 рублей!!!  Делайте заказ в наших соцсетях: https://www.instagram.com/p/BL9Po7Chksv/ https://vk.com/firework_show   #pg52 #nn #пирошоу #пкнн #корпоратив№%:№%:2018-12-15 13:10:00№%:№%:34274730
Житель Нижегородской области выслушал обвинительный приговор за то, что его собака лаяла в три часа ночи на территории частного дома. Чем все это закончилось, узнайте на сайте: https://progorodnn.ru/news/78551  #nn #nnov #pg52№%:№%:2018-12-15 12:21:07№%:№%:34274730
Серьезная авария произошла на проспекте Гагарина минувшим вечером: грузовик придавил легковушку. Подробности на сайте: https://progorodnn.ru/news/78547  #nn #nnov #pg52 #новости№%:№%:2018-12-15 11:34:04№%:№%:34274730
Сегодня наш журналист проведёт мистический эксперимент. Как вы думаете, что это будет?   Подсказка в хештегах!   https://youtu.be/NbQei1zAYMs  #pg52 #nn #tnt #мистика #эксперимент№%:№%:2018-12-15 11:22:22№%:№%:34274730
Сегодня, 15 декабря, во всем мире отмечается Международный день чая — праздник одного из древнейших и полезнейших напитков на Земле.   Цель сегодняшнего Дня — привлечение внимания правительств и граждан к проблемам продажи чая, взаимосвязи между продажами чая и положением работников чайных производств, небольших производителей и потребителей. Ну и, конечно же, — популяризация этого напитка.   #nn #nnov #pg52№%:№%:2018-12-15 11:07:00№%:№%:34274730
№%:№%:2018-12-15 10:00:11№%:№%:34274730
И снова легковушка повисла на отбойнике Мызинского моста. Что послужило причиной, узнайте сайте. Там и видео есть: https://progorodnn.ru/news/78546  #nn #nnov #pg52№%:№%:2018-12-15 09:56:12№%:№%:34274730
Тест: угадай фильм. Ответьте на 15 вопросов и узнайте на сколько хорошо вы знаете кинематограф.   https://progorodnn.ru/news/78508  #nn #nnov #pg52 #тест№%:№%:2018-12-15 08:32:00№%:№%:34274730
Фото от подписчика.   Присылайте нам свои снимки Нижнего Новгорода в «Предложить новость», и мы их обязательно опубликуем!  #nn #nnov #pg52№%:№%:2018-12-15 07:42:00№%:№%:34274730
Снег искрится, снег кружится: прогноз погоды в Нижнем Новгороде на выходные  https://progorodnn.ru/news/78544  #nn #nnov #pg52 #погода№%:№%:2018-12-15 07:02:02№%:№%:34274730
Доброе утро! Как настроение?  #nn #nnov #pg52№%:№%:2018-12-15 06:29:00№%:№%:34274730
Спокойной ночи, хороших выходных.  #nn #nnov #pg52№%:№%:2018-12-14 23:28:00№%:№%:34274730
Главные новости пятницы:  11-летний Ярослав Баканов из Нижнего Новгорода пообщался с Владимиром Путиным. https://progorodnn.ru/news/78524  Совсем скоро в Нижнем Новгороде откроется 34 пункта приема вторсырья. https://progorodnn.ru/news/78498  Ожидается рост цен: что россиянам лучше купить до Нового года по старым ценам. https://progorodnn.ru/news/78539  ProGorodNN устраивает "Рождественский забег на санях". Приглашаются все нижегородцы. Он пройдет в Сормовском парке. https://progorodnn.ru/afisha/78540  #nn #nnov #pg52 #новости№%:№%:2018-12-14 22:02:02№%:№%:34274730
ProGorodNN устраивает "Рождественский забег на санях". Приглашаются все нижегородцы. Он пройдет в Сормовском парке.  https://progorodnn.ru/afisha/78540  #nn #nnov #pg52 #новости№%:№%:2018-12-14 20:35:00№%:№%:34274730
Дети - это самое дорогое, что есть в нашей жизни. Пусть они всегда будут здоровы...  #nn #nnov #pg52№%:№%:2018-12-14 20:03:07№%:№%:34274730
Ожидается рост цен: что россиянам лучше купить до Нового года по старым ценам  https://progorodnn.ru/news/78539  #nn #nnov #pg52 #новости№%:№%:2018-12-14 19:25:00№%:№%:34274730
№%:№%:2018-12-14 18:45:00№%:№%:34274730
Члены правления учительского общества. Нижний Новгород, 1920-е гг.  #nn #nnov #pg52№%:№%:2018-12-14 18:13:00№%:№%:34274730
Стали известны причины остановки работы трамваев. И это не отключение за долги...  https://progorodnn.ru/news/78538  #nn #nnov #pg52 #новости№%:№%:2018-12-14 17:34:00№%:№%:34274730
Денежный долг послужил причиной жестокого избиения, в результате которого потерпевший скончался...  https://progorodnn.ru/news/78537  #nn #nnov #pg52 #новости№%:№%:2018-12-14 17:10:01№%:№%:34274730
Движение трамваев в центре города приостановлено из-за технических проблем. Каких маршрутов коснулось ограничение - читайте по ссылке:  https://progorodnn.ru/news/78535  #nn #nnov #pg52 #новости№%:№%:2018-12-14 16:32:01№%:№%:34274730
Дорога на работу от автостанции Щербинки-2 до Ольгино.  #nn #nnov #pg52 #народный_контроль№%:№%:2018-12-14 16:03:04№%:№%:34274730
Совсем скоро в Нижнем Новгороде откроется 34 пункта приема вторсырья.  https://progorodnn.ru/news/78498  #nn #nnov #pg52 #новости№%:№%:2018-12-14 15:39:51№%:№%:34274730
Вышел из психоневрологической больницы, должен был направиться в Перевоз...  https://progorodnn.ru/news/78534  #nn #nnov #pg52 #новости№%:№%:2018-12-14 15:08:54№%:№%:34274730
Как в следующем году будут обстоять дела на личном фронте, узнаете в нашем любовном гороскопе.  https://progorodnn.ru/news/78526  #nn #nnov #pg52 #новости№%:№%:2018-12-14 14:34:00№%:№%:34274730
Видео от подписчика.  Ранее мы публиковали статью с легендой о Китеж Граде и озере Светлояр. Наш подписчик решил поделиться своим видео об этом загадочном месте. Смотрим!  #nn #nnov #pg52№%:№%:2018-12-14 14:03:03№%:№%:34274730
Выксунский район: в ДТП пострадали 28-летняя женщина, дети 4-х и 10-ти лет.  https://progorodnn.ru/auto/78530  #nn #nnov #pg52 #новости№%:№%:2018-12-14 13:29:00№%:№%:34274730
В Краснооктябрьском районе во время разбора завалов после пожара было найдено тело мужчины.  https://progorodnn.ru/news/78529  #nn #nnov #pg52 #новости№%:№%:2018-12-14 12:50:00№%:№%:34274730
Что НЕ стоит есть в новогоднюю ночь: советы диетологов.  https://progorodnn.ru/news/78528  #nn #nnov #pg52 #новости№%:№%:2018-12-14 12:15:01№%:№%:34274730
№%:№%:2018-12-14 11:45:00№%:№%:34274730
Сегодня, 14 декабря, отмечается памятная дата Украины — День чествования участников ликвидации последствий аварии на Чернобыльской АЭС.    26 апреля 1986 года произошла одна из крупнейших аварий на атомных электростанциях — авария на Чернобыльской АЭС (ЧАЭС). Сегодня проходят различные мероприятия, посвященные памяти ликвидаторов этой аварии, — митинги, возложения цветов к памятникам ликвидаторам, молебны и другие акции памяти. В ликвидации катастрофы на ЧАЭС принимали участие более 650 тысяч человек со всего Советского Союза.   #nn #nnov #pg52№%:№%:2018-12-14 11:03:06№%:№%:34274730
Житель Бора выслушал приговор за убийство своего коллеги спустя 10 лет.   https://progorodnn.ru/news/78527  #nn #nnov #pg52 #новости№%:№%:2018-12-14 10:29:00№%:№%:34274730
ЖКХ Нижнего Новгорода выглядит как-то так... (14дек. 2018, утро, Гагаринский проспект,сквер напротив ТЦ Гагаринский) ЛАВОЧКА..  #nn #nnov #pg52 #народный_контроль№%:№%:2018-12-14 09:37:59№%:№%:34274730
31-летний Игорь Исаков пропал в Нижнем Новгороде 10 декабря  https://progorodnn.ru/news/78525  #nn #nnov #pg52 #новости№%:№%:2018-12-14 08:59:38№%:№%:34274730
11-летний Ярослав Баканов из Нижнего Новгорода пообщался с Владимиром Путиным  https://progorodnn.ru/news/78524  #nn #nnov #pg52 #новости№%:№%:2018-12-14 08:15:23№%:№%:34274730
Фото от подписчика.  #nn #nnov #pg52№%:№%:2018-12-14 07:30:00№%:№%:34274730
Еще один фирменный магазин завода вкусных хлебов "Каравай" приветливо распахнул свои двери для ценителей нашей продукции. Вежливые продавцы, светлые витрины, ароматные булочки, горячие хлеба, оригинальные кондитерские изделия - все это и многое другое ждет вас в обновленном здании Средного рынка. Найти наш магазин легко - второй бутик справа от центрального входа.    У нас вы найдете как широкий ассортимент уже полюбившихся всем нижегородцам изделий, так и уникальные продукты, которые мы выпекаем с душой только для клиентов фирменных магазинов!    Адрес: ул. Белинского, 26.    Телефон: 283-04-37    Режим работы: вт-вс 8.00-20.00, пн - выходной    Вступайте в группы завода вкусных хлебов «Каравай» и оставайтесь в курсе самых свежих новостей:  vk.com/karavaynn  facebook.com/karavaynn/  [club121249795|@karavaynn]   #pg52 #nn #каравай #заводвкусныххлебов #торт№%:№%:2018-12-14 07:09:00№%:№%:34274730
Доброго утра пятницы!  #nn #nnov #pg52№%:№%:2018-12-14 06:26:00№%:№%:34274730
Доброй ночи, Нижний Новгород!  #nn #nnov #pg52№%:№%:2018-12-13 23:30:00№%:№%:34274730
Главные новости четверга:  Приволжский медицинский университет вошел в рейтинг самых востребованных вузов в 2018 году. https://progorodnn.ru/news/78511  До 2025 года в Нижнем Новгороде расселят 142 ветхих дома. https://progorodnn.ru/news/78518  На стадионе "Нижний Новгород" откроется развлекательная площадка "Зимняя сказка", а откроет ее сам Илья Авербух. https://progorodnn.ru/news/78516   Сегодня у экс-мэра Елизаветы Солонченко проходили обыски... Но это неточно! https://progorodnn.ru/news/78520  #nn #nnov #pg52 #новости№%:№%:2018-12-13 23:20:00№%:№%:34274730
