Размеры шуб — от 42 до 60!  Только 5 дней в Великом Новгороде! С 30 января по 3 февраля в КЦ «Диалог» на Новоторжской ярмарке каждая женщина выберет для себя лучшую шубу! Представлен богатый выбор шуб для женщин роскошных форм размеров 56, 58 и 60 из мутона, нутрии, каракуля и норки.  Добро пожаловать за шубой! Будьте красивыми! Получите скидку 7% на любую шубу тут → https://vk.cc/8VWc0k    30 января - 3 февраля 2019  КЦ «Диалог», 2 этаж (В. Новгород, Б. Московская, 37/9)№%:№%:2019-02-02 10:00:00№%:№%:34461379
#2февраля #ВеликийНовгород  Из этого материала я узнаю: - где подписали конвенцию о защите болот 🦆 - где в Великом Новгороде пройдет «РазДельный Сбор»♻ - где можно узнать о послевоенной судьбе новгородских музейных коллекций. 👑  https://53news.ru/novosti/45696-den-za-dnem-2-fevralya-2019-goda.html№%:№%:2019-02-02 09:04:12№%:№%:34461379
Золотые медали российских прыгунов начали отдавать американцам  😢  https://53news.ru/novosti/45694-zolotye-medali-rossijskikh-prygunov-nachali-otdavat-amerikantsam.html  #спорт№%:№%:2019-02-01 23:31:20№%:№%:34461379
Вывоз сухих отходов планируют сделать для россиян бесплатным  По ссылке: - важные заявления вице-премьера Алексея Гордеева по поводу введения раздельного сбора и платы за вывоз мусора; - напоминалки; - информация об акции "Раздельный сбор" в Великом Новгороде  https://53news.ru/novosti/45695-vyvoz-sukhikh-otkhodov-planiruyut-sdelat-dlya-rossiyan-besplatnym-razdelnyj-sbor-ne-za-gorami.html  #экология #РаздельныйСбор #ЖКХ #Новгород№%:№%:2019-02-01 23:21:23№%:№%:34461379
#дзен #кино #выходной #нарратив #яндекс #отдых #пятница   Не знаете, что посмотреть вечером? Не беда! Загляните в наш нарратив! Возможно, там вы найдете себе фильм по душе!  И, конечно, не забывайте подписываться на нас в Дзене и ставьте "палец вверх" нашим публикациям! Мы стараемся для вас❤  https://zen.yandex.ru/media/53news.ru/topfilmov-dlia-piatnichnogo-vechera-5c5479850547ee00ad0b4e75№%:№%:2019-02-01 22:38:51№%:№%:34461379
Шимская ЦРБ получит 30 миллионов рублей на ремонт и новое оборудование   https://53news.ru/novosti/45693-shimskaya-tsrb-poluchit-30-millionov-rublej-na-remont-i-novoe-oborudovanie.html #Шимск #Шимская_ЦРБ #Новгородская_область№%:№%:2019-02-01 21:39:44№%:№%:34461379
#UFC #MMA #Нурмагомедов #Макгрегор   Из этого материала вы узнаете:  - при каких условиях может пройти реванш между Хабибом и Конором; 💬 - с кем Нурмагомедов должен драться, по мнению главы UFC 💪🏻  https://53news.ru/novosti/45672-nazvany-usloviya-provedeniya-revansha-mezhdu-nurmagomedovym-i-makgregorom.html№%:№%:2019-02-01 21:21:35№%:№%:34461379
В Великом Новгороде открылось почтовое отделение нового формата  По ссылке вы узнаете: ✉где находится новое отделение 📦 чем оно отличается от привычных  📭 будет ли оно единственным А также увидите фотографии!  https://53news.ru/novosti/45692-v-velikom-novgorode-otkrylos-pochtovoe-otdelenie-novogo-formata.html📭№%:№%:2019-02-01 21:04:44№%:№%:34461379
Последняя распродажа в Великом Новгороде! Скидки от 20 до 50% на любую из 1000 шуб коллекции "Зима 2018-2019".    Мы, вятские и пятигорские меховые мастера российских фабрик "Барс", "Премиум-фурс", "Оригинал", "Славяна" и других, приглашаем Вас на финальную распродажу в Вашем городе!    Вы спросите, почему мы распродаем весь ассортимент практически по себестоимости? С удовольствием расскажем: Мы никогда не возим изделия с "прошлых сезонов". Считаем, что все должно быть реализовано в том же году, что и сшито! И такая распродажа выгодна всем. Вам она дает возможность приобрести те же самые шубки, что продавались в октябре-январе, только теперь еще дешевле. А нам помогает подготовиться к следующему сезону и закупить сырье для производства. И, наконец, грандиозные финальные скидки – это наш традиционный весенний подарок всем россиянкам!    "Обмен старой шубы на новую", "Подарок за покупку", "Оплата проезда", "Рассрочка 0-0-36" и еще 7 причин выбрать ШУБУ ВАШЕЙ МЕЧТЫ именно у нас:    1. Без посредников    "Столица МЕХА" – это федеральная сеть официальных оптово-розничных центров магазинов и выставок, организованных самими фабриками. Мы не перекупаем и не перепродаем. Мы сами шьем и сами реализуем. Наши цены и гарантии – действительно от производителя.    2. Фабричное качество    Наши шубы сшиты мастерами из "меховых столиц" – Кирова и Пятигорска. Выпускаются по ГОСТам, под знаком качества "100 лучших товаров России". Имеют обязательные государственные электронные КИЗы производителя и проходят этапы контроля качества, применявшиеся еще на советских меховых фабриках.    3. Мы – реальные производители    Быть и казаться - разные вещи. Сегодня огромное количество выставок и магазинов используют громкие вывески со словами: "Фабрика, Киров, Пятигорск, Вятка"… В действительности же, лишь немногие из них имеют непосредственное отношение к отечественному производителю. Не ошибитесь с выбором! Реально работающие российские фабричные производства можно по пальцам пересчитать! Изучайте информацию, требуйте доказательств! Так по результатам независимой экспертной проверки компания «Столица МЕХА» включена во всероссийский реестр меховщиков, у которых ДЕЙСТВИТЕЛЬНО (а не на словах!) есть СОБСТВЕННОЕ производство. Подробнее на сайте: russhuba.ru    4. Гарантии    В предусмотренных законом случаях мы гарантируем возможность обменять изделие или вернуть деньги.    5. Покупка с выгодой    Конечно, у нас есть специальная витрина с недорогими шубками из овчины – от 9 000 руб. и из    норки – от 39 000 руб. Действуют различные акции: "Обмен старой шубы на новую", "Подарок за покупку", "Оплата проезда" и другие. Подробности – у продавцов.    6. Рассрочка "0-0-36"    Честная, доступная и выгодная рассрочка! Например, норка стоимостью 69 000 руб., без первоначального взноса и переплаты всего за 1 917 руб. в месяц! А мутон стоимостью 24 000 руб., всего за 667 руб. в месяц. Шубку забираете сразу!    7. Различные формы оплаты    Покупку можно оплатить картой, оформить в кредит или в рассрочку без участия банков и какой-либо переплаты. Мы обязательно привезем ШУБУ ВАШЕЙ МЕЧТЫ! Приходите! Выбирайте!    Великий Новгород / только 5 февраля    ДКМ «Город», ул. Псковская, 1    Каталоги, персональные скидки, подробности акций на нашем официальном сайте: СТОЛИЦАМЕХА.РУ http://stolicameha.ru/yarmarka  https://vk.com/video-145519199_456239020№%:№%:2019-02-01 21:00:02№%:№%:34461379
Сегодня многих людей (и не только в России, но и в Германии) шокировала новость о создании музея колбасы на территории Бухенвальда. Неужели мир уже настолько сошел с ума? Что же происходит? Мы попробовали разобраться и вам советуем тоже это сделать. https://53news.ru/novosti/45690-v-germanii-idut-spory-po-povodu-sozdaniya-muzeya-kolbasy-na-territorii-bukhenvalda.html  На фото город Мюльхаузен (из заметки будет понятно, почему он) #война #память #история #Германия№%:№%:2019-02-01 20:07:19№%:№%:34461379
Новости дня на НТ 01.02.2019 г.№%:№%:2019-02-01 20:01:11№%:№%:34461379
🤗Магазин "ИМПЕРИЯ ДЕТСТВА" приглашает за покупками!  ✅ НЕ ПРОПУСТИТЕ!🎁ДЛЯ БУДУЩИХ МАМ 💯ВЫГОДНОЕ ПРЕДЛОЖЕНИЕ!🎁 https://vk.com/club34907820№%:№%:2019-02-01 20:00:00№%:№%:34461379
Им было 23 года и 26 лет. Молодые парни, фронтовые друзья, украинец и киргиз. Ровно 75 лет они совершили двойной подвиг самопожертования на новгородской земле.  Подробнее: https://53news.ru/novosti/45686-ispolnilos-75-let-podvigu-akmatshi-tyumenbaeva-i-yakova-pilipenko-na-novgorodskoj-zemle.html #война #подвиг #мужество№%:№%:2019-02-01 17:31:15№%:№%:34461379
Новгородские врачи осваивают сложную и спасительную технологию ЭКМО. Это современная технология для спасения тех, кто не может дышать самостоятельно: Подробнее: 👇🏻  - кто научил новгородских врачей этому методу - почему его необходимо осваивать медикам - при каких болезнях и состояниях спасет ЭКМО и другие интересные факты.  Стоит узнать! https://53news.ru/novosti/45687-novgorodskie-vrachi-osvoili-slozhnuyu-i-spasitelnuyu-tekhnologiyu-ekmo.html #медицина #здравоохранение #врачи #Новгород№%:№%:2019-02-01 17:25:22№%:№%:34461379
💊Грипп наступает: новгородская школа № 25 перешла на дистанционное обучение 💊  https://53news.ru/novosti/45688-novgorodskaya-shkola-25-pereshla-na-distantsionnoe-obuchenie.html  #Новгород #грипп #ОРВИ #школы№%:№%:2019-02-01 17:16:26№%:№%:34461379
#спорт #баскетбол #НовГУ #Новгород #АСБ   Из этого материала вы узнаете:  - что думают новгородские спортсмены о развитии баскетбола в Великом Новгороде; 👍🏻 - как игроки «НовГУ-Ильмер» будут готовиться к финалу чемпионата АСБ; 🏀 - трудно ли баскетболисту совмещать одновременно роль игрока и играющего тренера. 😎  https://53news.ru/novosti/45669-roman-shchjokin-blagodarya-matchu-zvjozd-asb-deti-potyanutsya-na-basketbol.html№%:№%:2019-02-01 16:03:47№%:№%:34461379
#ВеликийНовгород #Хвойная #образование #АндрейНикитин   Из этого материала вы узнаете:  — новый класс для подготовки профессионалов🔧🔨 — где еще побывал губернатор Новгородской области☺  https://53news.ru/novosti/45682-v-borovichskom-tekhnikume-prezentovali-novyj-professionalnyj-klass.html№%:№%:2019-02-01 13:10:09№%:№%:34461379
#Новгородская_область #ВеликийНовгород #Госуслуги #запись_в_школу #первыйкласс  Стало известно, сколько уже заявлений в первый класс через «Госуслуги» подали новгородцы  https://53news.ru/novosti/45683-stalo-izvestno-skolko-uzhe-zayavlenij-v-pervyj-klass-cherez-gosuslugi-podali-novgorodtsy.html№%:№%:2019-02-01 12:26:54№%:№%:34461379
#ВеликийНовгород #карты #наличка #банки  Новгородцы стали реже пользоваться наличными деньгами  Что вы узнаете из этого материала: – на какую сумму совершили покупки новгородцы за 9 месяцев 2018-го 💸 – насколько снизилось количество операций по снятию наличных 💳  https://53news.ru/novosti/45681-novgorodtsy-stali-rezhe-polzovatsya-nalichnymi-dengami.html№%:№%:2019-02-01 12:23:59№%:№%:34461379
#спорт #хоккей #спасение #жизнь    Хоккейный тренер рассказал, как спас игрока от смерти    Молодец! Совершил по-настоящему геройский поступок! 👏🏻   https://53news.ru/novosti/45641-khokkejnyj-trener-rasskazal-kak-spas-igroka-ot-smerti.html№%:№%:2019-02-01 12:00:10№%:№%:34461379
#ВеликийНовгород #онлайн_запись #врачи #сайт  На сайте новгородского минздрава вновь работает онлайн-запись к врачу  Связан ли сбой на сайте zdrav53 с «перегрузом» портала «Госуслуг» этой ночью? 🤔  https://53news.ru/novosti/45679-na-sajte-novgorodskogo-minzdrava-vnov-rabotaet-onlajn-zapis-k-vrachu.html№%:№%:2019-02-01 10:52:56№%:№%:34461379
#Проектстрой #ВеликийНовгород #уголовноедело #деньги  Бывший гендиректор новгородского «Проектстроя» снова в деле: его подозревают в присвоении колоссальной суммы  Что вы узнаете из этого материала:  – о какой сумме идет речь💰 – что сделал бывший гендиректор без одобрения общего собрания акционеров🤝 https://53news.ru/novosti/45678-010219.html№%:№%:2019-02-01 10:08:32№%:№%:34461379
Российская норка «ЗИМОС» - большие скидки и подарки!  Только 5 дней в Великом Новгороде! С 30 января по 3 февраля в КЦ «Диалог» на Новоторжской ярмарке скидка 20 000 рублей на шубы «ЗИМОС» из российской норки!  ПОДАРОК при покупке шубы «Белла» из российской норки — норковые варежки!  Добро пожаловать за шубой! Получите скидку 7% на любую шубу тут → https://vk.cc/8VWc0k    30 января - 3 февраля 2019  КЦ «Диалог», 2 этаж (В. Новгород, Б. Московская, 37/9)№%:№%:2019-02-01 10:00:00№%:№%:34461379
#Новгородская_область #трагедия #происшествия #следствие  В Волоте задержали директора Дома культуры, рядом с которым погиб мальчик в канализационной яме  https://53news.ru/novosti/45677-v-volote-zaderzhali-direktora-doma-kultury-gde-pogib-malchik-v-kanalizatsionnoj-yame.html№%:№%:2019-02-01 09:30:02№%:№%:34461379
#1февраля #школа #ВеликийНовгород  Из этого материала мы узнаем: - с какого года можно записывать ребенка в школу через интернет; - во сколько стартуют соревнования Новгородской области по художественной гимнастике; - когда состоится возложение цветов и венков к могилам героев Сталинградской битвы, расположенных на Аллее Героев на Западном кладбище.  https://53news.ru/novosti/45676-den-za-dnem-1-fevralya-2019-goda-skoro-v-shkolu.html№%:№%:2019-02-01 09:10:08№%:№%:34461379
#образование #Госуслуги #запись #школа #зачисление   Министерство образования: проблема с записью в школы на Госуслугах федерального масштаба  https://53news.ru/novosti/45674-ministerstvo-obrazovaniya-problema-s-zapisyu-v-shkoly-na-gosuslugakh-federalnogo-masshtaba.html№%:№%:2019-02-01 01:51:27№%:№%:34461379
#Хвойная #АндрейНикитин #здравоохранение #ремонт #ЦРБ  Что вы узнаете из этого материала: - какого оборудования не хватает в Хвойнинской ЦРБ🔬 - сколько денежных средств потребуется для ремонта стационара💵 - что еще посетил Никитин в ходе визита в Хвойнинский район🚘  https://53news.ru/novosti/45673-khvojninskoj-tsrb-vydelyat-10-millionov-rublej-na-remont-pomeshchenij.html№%:№%:2019-02-01 00:12:56№%:№%:34461379
#Шойгу #ЛигаГероев #Валдай #ЗОЖ  Из этого материала я узнаю: - чем занимается дочь Сергея Шойгу; - что такое Большая Валдайская тропа: - когда Ксения Шойгу выйдет на старт маршрута.  https://53news.ru/novosti/45670-kseniya-shojgu-gotovitsya-k-70-kilometrovomu-marshrutu-po-bolshoj-valdajskij-trope.html№%:№%:2019-01-31 23:16:25№%:№%:34461379
#горячаялиния #Госуслуги #портал #родители #первыйкласс #запись  На «горячей линии» пояснили, почему сайт Госуслуг пока не выдерживает наплыва родителей первоклассников  https://53news.ru/novosti/45671-sajt-gosuslug-poka-ne-vyderzhivaet-naplyva-roditelej-pervoklassnikov-chto-otvechayut-na-goryachej-linii.html№%:№%:2019-01-31 22:58:23№%:№%:34461379
#индустриальныйпарк #Боровичи #АндрейНикитин #Новгородскаяобласть #открытие  Из этого материала вы узнаете: - что входит в понятие индустриального парка?📝 - сколько составила общая сумма инвестиций в индустриальный парк💸 - сколько планируется создать рабочих мест?👨‍💼👩‍💼  https://53news.ru/novosti/45667-v-borovichakh-nachal-rabotu-pervyj-v-regione-industrialnyj-park.html№%:№%:2019-01-31 22:19:39№%:№%:34461379
#нарратив #дзен #яндекс #фотография #зима #природа #творчество  Январские морозы отступили, а вместе с ними исчезла сказочная зимняя красота с улиц нашего города. Давайте же еще раз вспомним, каким удивительным и волшебным образом преобразился наш город в минувшие морозные деньки. Вашему вниманию нарратив на нашем дзен-канале, подписывайтесь, с нами интересно! https://zen.yandex.ru/media/53news.ru/puteshestvie-po-skazochnoi-zime-5c5191c1327a7c00ac19c68e№%:№%:2019-01-31 22:15:21№%:№%:34461379
#WorldSkills #АндрейНикитин #чемпионат #Боровичи #Новгородскаяобласть  Что вы узнаете из этого материала: - какие новые компетенции осваивают студенты в Боровичах🔧🔬🔭 - когда будут объявлены результаты чемпионата🥇🥈🥉 - что ожидает студентов после регионального этапа чемпионата✈  https://53news.ru/novosti/45663-dnevnik-worldskills-gubernator-novgorodskoj-oblasti-posetil-ploshchadki-chempionata-v-borovichakh.html№%:№%:2019-01-31 20:43:20№%:№%:34461379
В прямом эфире НТ программа «Соседи». В студию к Екатерине Ивановой пришёл заместитель министра здравоохранения Новгородской области Юрий Булатов.    Вы можете оставить свой вопрос в группе НТ https://vk.com/novgorodtv или озвучить его по телефону студии 8 (8162) 67-97-67.    Темой эфира станут вопросы о записи на приём к врачу, о работе «Скорой помощи» и развитии санавиации, открытии ФАПов. Конкретные обращения телеведущая озвучит в программе.    Министерство здравоохранения Новгородской области запустило проект в Вконтакте «Медконтроль» https://vk.com/medkontrol53, где каждый может задать свои вопросы и разрешить конфликтные ситуации.  Вступайте, пишите – вам помогут.№%:№%:2019-01-31 20:34:06№%:№%:34461379
Новости дня на НТ 31.01.2019 г.№%:№%:2019-01-31 20:01:23№%:№%:34461379
🤗Магазин "ИМПЕРИЯ ДЕТСТВА" приглашает за покупками!  ✅ НЕ ПРОПУСТИТЕ!🎁ДЛЯ БУДУЩИХ МАМ 💯ВЫГОДНОЕ ПРЕДЛОЖЕНИЕ!🎁 https://vk.com/club34907820№%:№%:2019-01-31 20:00:00№%:№%:34461379
При информационной поддержке "53 новостей"№%:№%:2019-01-31 19:39:02№%:№%:34461379
#Новгородскаяобласть #цифра  Из этого материала я узнаю: - какими проектами может гордиться Новгородская область;💻 - сколько студентов учится по "цифровым траекториям";📐 - чем хорош "Оператор достоверного учета".💡  https://53news.ru/novosti/45664-rg-nazvalo-novgorodskuyu-oblast-odnim-iz-regionov-kuda-peremestilsya-iz-stolitsy-vektor-tsifrovogo-razvitiya.html№%:№%:2019-01-31 19:17:39№%:№%:34461379
«Вас никто в петлю не засовывал», - напомнил спикер Думы Великого Новгорода главе «Спецавтохозяйства»   Из этого материала вы узнаете: ❄ какие острые вопросы задали сегодня депутаты гордумы главе «Спецавтохозяйства»  ❄ сколько стоит уборка от снега 1 квадратного метра ❄ что произойдет после 15 марта, когда закончится зимний режим уборки, но не закончится снег и многое другое.   https://53news.ru/novosti/45655-vas-nikto-v-petlyu-ne-zasovyval-napomnil-spiker-dumy-velikogo-novgoroda-glave-spetsavtokhozyajstva.html  #Новгород #зима #снег #Спецавтохозяйство #дороги№%:№%:2019-01-31 19:05:10№%:№%:34461379
#спорт #хоккей #спасение #жизнь   Хоккейный тренер рассказал, как спас игрока от смерти   Молодец! Совершил по-настоящему геройский поступок! 👏🏻  https://53news.ru/novosti/45641-khokkejnyj-trener-rasskazal-kak-spas-igroka-ot-smerti.html№%:№%:2019-01-31 19:00:13№%:№%:34461379
#мэрия #ВеликийНовгород #снег #уборка #автомобили   Из этого материала вы узнаете: - где и когда будет организована уборка снега⛄ - на что жаловался гендиректор «Новгородского спецавтохозяйства»😠  https://53news.ru/novosti/45662-vnimaniyu-voditelej-novgorodskaya-meriya-opublikovala-raspisanie-uborki-snega.html№%:№%:2019-01-31 18:11:50№%:№%:34461379
#президент #Путин #совет #здоровье    Что я узнаю из материала:    - что, по мнению президента, нужно делать, чтобы не болеть гриппом и ОРВИ; 😷  - как избежать заболевания в зимний период времени; ⚠  - как сейчас обстоят дела с заболеваемостью гриппом и ОРВИ в целом по стране. 🇷🇺   https://53news.ru/novosti/45638-vladimir-putin-rasskazal-chto-nuzhno-delat-chtoby-ne-bolet-orvi-i-grippom.html№%:№%:2019-01-31 17:34:38№%:№%:34461379
#Пестовскийрайон #ДмитрийИванов #отставкииназначения #дума #глава  Глава Пестовского района Дмитрий Иванов: вопрос об уходе окончательно не решен  https://53news.ru/novosti/45661-glava-pestovskogo-rajona-dmitrij-ivanov-vopros-ob-ukhode-okonchatelno-ne-reshen.html№%:№%:2019-01-31 17:20:05№%:№%:34461379
#Новгородскаяобласть #Россия #кафе #Окуловка #поиск   Что вы узнаете из этого материала: - при каких обстоятельствах пропал Виктор Газизов😔 - по какой статье возбуждено уголовное дело и почему👨‍✈ - в какие регионы уже разосланы ориентировки📑  https://53news.ru/novosti/45660-propavshego-posle-potasovki-v-kafe-parnya-iz-novgorodskoj-oblasti-ishchut-po-vsej-rossii.html№%:№%:2019-01-31 16:45:14№%:№%:34461379
Мэр Великого Новгорода рассказал депутатам о чрезвычайной ситуации 30 января в цифрах и фактах   https://53news.ru/novosti/45649-mer-velikogo-novgoroda-rasskazal-deputatam-o-chrezvychajnoj-situatsii-30-yanvarya-v-tsifrakh-i-faktakh.html  #Новгород #эвакуация #ЧП #происшествия№%:№%:2019-01-31 16:03:34№%:№%:34461379
Новгородский депутат забрался в заброшенное здание медучилища на Никольской   https://53news.ru/novosti/45650-novgorodskij-deputat-zabralsya-v-zabroshennoe-zdanie-meduchilishcha-na-nikolskoj.html  #Новгород #заброшенныездания #депутаты№%:№%:2019-01-31 16:02:52№%:№%:34461379
В сфере рекламы в Великом Новгороде произойдут серьезные перемены. Сегодня такое решение приняла городская Дума. Появится новый вид рекламных конструкций, введут паспорт фасадов и т. д. Читайте подробности в нашем материале https://53news.ru/novosti/45654-v-velikom-novgorode-poyavyatsya-novye-reklamnye-konstruktsii-po-primeru-moskvy-i-peterburga.html  #Новгород #реклама #Дума #закон№%:№%:2019-01-31 16:01:56№%:№%:34461379
Свершилось: бывший парфинский чиновник предстанет перед судом за гибель девочки в люке  Подробности 👇🏻  https://53news.ru/novosti/45658-svershilos-byvshij-parfinskij-chinovnik-predstanet-pered-sudom-za-gibel-devochki-v-lyuke.html  #люки #дети #безопасность #Парфино #Волот #следком #суд№%:№%:2019-01-31 16:00:18№%:№%:34461379
#образование #Госуслуги #школа #1класс #зачисление #документы  Из этого материала вы узнаете: - какими тремя способами можно подать заявление📝 - телефон "горячей линии", куда можно позвонить по всем вопросам☎ - почему зачисление детей в первые класы проходит в два этапа🤔  https://53news.ru/novosti/45659-sistemu-zapisi-v-1-klass-uprostili-teper-na-gosuslugakh-ne-nado-prikreplyat-dokumenty.html№%:№%:2019-01-31 15:59:08№%:№%:34461379
