"Торпедо" досрочно попрощался с двумя футболистами  http://vladimirnews.ru/fn_431658.html   Сезон 2018-2019 весной возобновится без Дмитрия Лобанова и одного из самых быстрых игроков на поле Аркадия Лобзина. Контракты сразу с двумя футболистами были расторгнуты досрочно.№%:№%:2019-02-02 09:55:23№%:№%:137330177
В суд направлено дело на бывшего директора "Армагус" http://vladimirnews.ru/fn_431390.html   Гусь-Хрустальной межрайонной прокуратурой утверждено обвинительное заключение и направлено в суд уголовное дело в отношении бывшего директора ОАО "Армагус". Он обвиняется в совершении преступления, предусмотренного п. "б" ч.2 ст.199 УК РФ (уклонение от уплаты налогов с организации путем включения в налоговую декларацию заведомо ложных сведений, совершенное в особо крупном размере).№%:№%:2019-02-02 08:05:19№%:№%:137330177
Владимирские борцы привезли шесть медалей с первенства ЦФО http://vladimirnews.ru/fn_431527.html   На первенстве Центрального федерального округа по греко-римской борьбе среди юношей спортсмены, представляющие Владимирскую область, завоевали две золотые и четыре бронзовые медали. Турнир проходил в Рязани.№%:№%:2019-02-02 06:05:23№%:№%:137330177
Прогноз погоды во Владимире на 2 февраля http://vladimirnews.ru/fn_431541.html   По данным Владимирского центра по гидрометеорологии и мониторингу окружающей среды сегодня, 2 февраля во Владимире будет облачно.Местами небольшой снег. На дорогах гололедица. Ветер юго-восточный 1 – 6 м/с. Температура воздуха ночью -5…-10°C, днём -1…-6 °C.№%:№%:2019-02-02 03:15:26№%:№%:137330177
В Гусь-Хрустальном нашли вора, который совершил преступление полгода назад http://vladimirnews.ru/fn_431387.html   На днях в полицию обратился житель Московской области, сообщивший о взломе двери дачного дома в Гусь-Хрустальном районе. Там у него похитили имущество на 35 тысяч рублей. Заявитель пояснил, что не был в доме более полугода.№%:№%:2019-02-02 00:31:05№%:№%:137330177
Что пользователи соцсетей обсуждали целую неделю? http://vladimirnews.ru/fn_431459.html   Пользователи социальных сетей порой сами создают инфоповоды для широкого обсуждения общественности. Конечно, зачастую это милые или интересные мелочи, на которые местные СМИ не обращают внимание по ряду причин. Информационное агентство "Владимирские новости" решило собирать такие сообщения в одну новость, чтобы вы тоже были в курсе, что обсуждают во Владимирской области помимо происшествий, аварий и политики.№%:№%:2019-02-01 23:10:37№%:№%:137330177
Владимирское региональное отделение партии "Единая Россия" избавилось от "чинуш" http://vladimirnews.ru/fn_431636.html   Сегодня в зале Филармонии состоялась конференция регионального отделения партии. Повесткой заседания стало избрание Секретаря и состава политического совета регионального отделения партии "Единая Россия". На мероприятие были приглашены члены партии – руководители районных исполкомов, депутаты Заксобрания и главы муниципальных образований, а также молодые партийцы.№%:№%:2019-02-01 22:32:28№%:№%:137330177
Итоги недели: волна эвакуаций, пожар в школе и отмена прямых выборов http://vladimirnews.ru/fn_431458.html   В итоговом за неделю материале информационное агентство "Владимирские новости" вспоминает самые важные, читаемые и обсуждаемые события, произошедшие в 33 регионе с 28 января по 1 февраля.№%:№%:2019-02-01 22:15:31№%:№%:137330177
ООО "Владагропром" оштрафовано за добычу ископаемых http://vladimirnews.ru/fn_431524.html   Прокуратурой Юрьев-Польского района проведена проверка в сфере недропользования.№%:№%:2019-02-01 21:04:45№%:№%:137330177
Сипягин провел рабочий день в Коврове http://vladimirnews.ru/fn_431619.html   1 февраля Губернатор Владимир Сипягин совершил рабочую поездку в Ковров, где познакомился с производственной деятельностью ведущих предприятий города№%:№%:2019-02-01 20:16:33№%:№%:137330177
Эвакуации во Владимире, пожар в школе, отмена выборов и громкие судебные дела: подкаст "Владимирских новостей" http://vladimirnews.ru/fn_431455.html   В еженедельном подкасте информационное агентство "Владимирские новости" вспоминает все заметные события 33 региона за прошедшую неделю.№%:№%:2019-02-01 19:16:05№%:№%:137330177
Стань соавтором "Владимирских новостей" http://vladimirnews.ru/fn_431525.html   Информационное агентство "Владимирские новости" запускает приложение, используя которое каждый может стать автором новостей. От вас - интересные фотографии и уникальные инфоповоды, от себя мы гарантируем денежное вознаграждение и благодарность от нашей редакции.№%:№%:2019-02-01 18:50:40№%:№%:137330177
Сипягин предложил снять главу Гороховецкого района http://vladimirnews.ru/fn_431610.html   Глава региона предлагает рассмотреть депутатм СНД Гороховецкого района вопрос о досрочном прекращении полномочий главы районной администрации Алексея Бубелы и депутатам муниципального образования Фоминское — о лишении депутатских полномочий Вероники Бубела-Масловой.№%:№%:2019-02-01 18:03:15№%:№%:137330177
Кольчугинец задержал нарушителя до приезда полиции http://vladimirnews.ru/fn_431568.html   Жителю города Кольчугино Денису Боброву полицейские вручили грамоту за содействие правоохранителям в пресечении тяжкого преступления.№%:№%:2019-02-01 17:45:29№%:№%:137330177
Сотрудник владимирского фольклорного театра пытается вернуть невыплаченные ему деньги http://vladimirnews.ru/fn_431553.html   Сотрудник владимирского театра "Разгуляй" обратился во Фрунзенский районный суд о взыскании задолженности по заработной плате, компенсации за просрочку выплаты и компенсации морального вреда. При приеме на работу ему ошибочно не начисляли положенную надбавку за выслугу лет, которая должна была составить 40%.№%:№%:2019-02-01 17:10:54№%:№%:137330177
Исполнительная власть 33 региона перейдет на проектное управление http://vladimirnews.ru/fn_431560.html   Владимир Сипягин провёл заседание Наблюдательного Совета по проектному управлению во Владимирской области№%:№%:2019-02-01 16:50:48№%:№%:137330177
Должность Деевой упраздняется? http://vladimirnews.ru/fn_431576.html   Депутаты Законодательного Собрания решили, что глава Владимира будет избираться из числа кандидатов, представленных конкурсной комиссией по результатам конкурса, он же будет  возглавлять местную администрацию.№%:№%:2019-02-01 16:10:55№%:№%:137330177
Во Владимире "прикрыли" точку по торговле шаурмой http://vladimirnews.ru/fn_431558.html   Многочисленные нарушения, угрожавшие здоровью владимирцев, удалось выявить в ходе внеплановой проверки, сообщает областное управление Роспотребнадзора.№%:№%:2019-02-01 15:40:34№%:№%:137330177
Владимирская область вошла в топ регионов "по бешенству" http://vladimirnews.ru/fn_431549.html   Согласно исследованию, проведенному Центральной научно-методической ветеринарной лаборатории в январе 2019 года в России зафиксировано 102 случая бешенства. Наибольшее количество случаев выявлено в Московской, Тульской, Курской, Белгородской, Саратовской, Владимирской, Челябинской, Смоленской областях и Республике Марий Эл.№%:№%:2019-02-01 15:06:58№%:№%:137330177
Жителям 33 региона, пострадавшим от радиации, повысили пособия http://vladimirnews.ru/fn_431547.html   С 1 февраля установленные федеральным законодательством выплаты, пособия и компенсации гражданам, подвергшимся воздействию радиации вследствие ядерных аварий и радиоактивных катастроф, проиндексированы на 4,3%.№%:№%:2019-02-01 14:46:29№%:№%:137330177
В Ставрово теплотрасса стала поводом для обращения в суд http://vladimirnews.ru/fn_431503.html   В Ставрово собственники многоквартирного дома хотят вернуть свои деньги за капитальный ремонт подвала через суд. ТСЖ Ставрово №13 уже подали исковое заявление в Арбитражный суд Владимирской области на МУП "Теплоснабжение" поселка.№%:№%:2019-02-01 14:15:37№%:№%:137330177
В Юрьев-Польском осудили мать, выкинувшую новорожденную дочь в мусорку http://vladimirnews.ru/fn_431516.html   Суд вынес приговор в отношении 43-летней жительницы Юрьев-Польского. Она признана виновной в покушении на убийство собственного ребенка. Впоследствии младенец умер.№%:№%:2019-02-01 13:40:44№%:№%:137330177
Владимирцам придется заплатить за неразбериху с квитанциями http://vladimirnews.ru/fn_431528.html   Только в понедельник и вторник разобраться с неправильными, на их взгляд, квитанциями во "Владимирводоканал" пришли около тысячи владимирцев. В основном это пенсионеры, сообщили журналистам на брифинге. Такой переполох начался после того, как 1 января 2019 года у водоканала закончился договор с "Единым расчетно-информационным центром". Напомним, теперь счета за воду приходит горожанам отдельно от квитанций за другие коммунальные услуги.№%:№%:2019-02-01 13:20:18№%:№%:137330177
Полиция на транспорте задержала владимирца с наркотической "солью" http://vladimirnews.ru/fn_431505.html   Полицейские Владимирского линейного отдела МВД России на транспорте задержали мужчину с наркотиками.№%:№%:2019-02-01 12:31:37№%:№%:137330177
За развратную переписку с малолетками владимирец получил штраф http://vladimirnews.ru/fn_431499.html   28-летний житель Владимира был признан судом виновным в совершении развратных действий в отношении несовершеннолетних.№%:№%:2019-02-01 12:21:05№%:№%:137330177
