№%:№%:2019-02-01 15:50:00№%:№%:39699882
В челябинской библиотеке учат китайскому языку№%:№%:2019-01-24 12:24:55№%:№%:39699882
На Южном Урале автобус с девятью пассажирами улетел в кювет№%:№%:2019-01-24 10:31:31№%:№%:39699882
Размер дорожного фонда Челябинской области вырастет на 1,5 млрд рублей№%:№%:2019-01-24 10:13:13№%:№%:39699882
В Челябинске водитель «УАЗа» погиб, не уступив дорогу «ГАЗели»№%:№%:2019-01-24 09:23:16№%:№%:39699882
Челябинские предприниматели избавляются от фитнес-центров в спальных районах№%:№%:2019-01-24 08:33:34№%:№%:39699882
Какая погода ждет южноуральцев в четверг, 24 января№%:№%:2019-01-24 07:37:40№%:№%:39699882
Минфин разрабатывает законопроект о налоговом вычете за фитнес№%:№%:2019-01-24 07:22:09№%:№%:39699882
Отмена занятий из-за мороза. Кто из школьников Челябинска сегодня не учится№%:№%:2019-01-24 06:45:23№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-24 06:38:22№%:№%:39699882
Видео дня: пёс сбежал из дома и вернулся со странными друзьями№%:№%:2019-01-23 15:05:57№%:№%:39699882
В Челябинской области мать сломала челюсть новорожденному сыну№%:№%:2019-01-23 14:49:40№%:№%:39699882
На Южном Урале водитель грузовика с поднятым кузовом снес металлическую конструкцию (видео)№%:№%:2019-01-23 14:27:53№%:№%:39699882
ЧЕЛЯБИНСК ГОТОВИТСЯ К СРЕТЕНСКОМУ БАЛУ №%:№%:2019-01-23 14:19:48№%:№%:39699882
Двое молодых людей погибли при столкновении легковушки и грузовика в Челябинской области№%:№%:2019-01-23 13:50:05№%:№%:39699882
Челябинское предприятие начало гасить долги по зарплате после вмешательства прокуратуры№%:№%:2019-01-23 13:08:53№%:№%:39699882
Пропавших в Челябинской области девочек нашли в Миассе№%:№%:2019-01-23 12:41:00№%:№%:39699882
С 1 февраля начнется электронная подача заявлений на зачисление в первый класс №%:№%:2019-01-23 12:00:33№%:№%:39699882
Девушка за рулем спортивного автомобиля устроила серьезное ДТП на трассе под Миассом (видео)№%:№%:2019-01-23 10:15:01№%:№%:39699882
В Челябинске сотрудники Росгвардии задержали мужчину, подозреваемого в краже восьми автомобильных колпаков №%:№%:2019-01-23 10:02:03№%:№%:39699882
№%:№%:2019-01-23 09:00:09№%:№%:39699882
Завершены поиски подростка, пропавшего в Челябинской области№%:№%:2019-01-23 08:33:36№%:№%:39699882
Челябинское УФАС России проверит поставщиков куриных яиц№%:№%:2019-01-23 08:19:43№%:№%:39699882
«Наркомания психостимуляторами»: южноуральца, жестоко избившего пенсионеров, отправили в колонию№%:№%:2019-01-23 07:42:08№%:№%:39699882
В Челябинской области стартует флешмоб “Хранители птиц” №%:№%:2019-01-23 07:32:11№%:№%:39699882
Прогноз погоды в Челябинской области на среду, 23 января№%:№%:2019-01-23 06:54:49№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-23 06:26:27№%:№%:39699882
На Южном Урале подростки пропали по дороге в Челябинск№%:№%:2019-01-22 15:30:02№%:№%:39699882
Срочно, пожалуйста, помогите детям!!! №%:№%:2019-01-22 14:27:24№%:№%:39699882
«Трансформация великих» в Молодёжном театре№%:№%:2019-01-22 13:50:06№%:№%:39699882
Что любимый цвет может рассказать о вашем характере№%:№%:2019-01-22 12:59:33№%:№%:39699882
В горбольнице №1 Челябинска появился долгожданный теплый переход между корпусами№%:№%:2019-01-22 12:36:48№%:№%:39699882
В Челябинской области пропали две девочки№%:№%:2019-01-22 12:08:53№%:№%:39699882
Прокуратура Советского района потребовала возвратить незаконно №%:№%:2019-01-22 10:48:56№%:№%:39699882
На Южном Урале 100 человек эвакуировали из жилого дома из-за сообщения о бомбе№%:№%:2019-01-22 10:16:25№%:№%:39699882
Индивидуальный предприниматель оштрафован за реализацию №%:№%:2019-01-22 10:00:45№%:№%:39699882
В Челябинске водитель «Яндекс. Такси» попал в ДТП№%:№%:2019-01-22 09:29:48№%:№%:39699882
WhatsApp запретил пересылать одно сообщение больше пяти раз№%:№%:2019-01-22 09:01:38№%:№%:39699882
«Дикси», «Бристоль» и «Красное и Белое» объединяются№%:№%:2019-01-22 08:06:19№%:№%:39699882
Московского бьюти-блогера едва не избили в Челябинске№%:№%:2019-01-22 08:00:04№%:№%:39699882
Снег и метель: погода в Челябинской области на вторник№%:№%:2019-01-22 07:16:15№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-22 06:27:02№%:№%:39699882
Судимого за изнасилование жителя Казахстана задержали южноуральские пограничники№%:№%:2019-01-21 13:57:35№%:№%:39699882
Южноуральская семья пострадала в ДТП№%:№%:2019-01-21 13:23:49№%:№%:39699882
В Магнитогорске ищут анонима, разославшего в больницы и школы сообщения о взрывах№%:№%:2019-01-21 12:14:56№%:№%:39699882
В Госдуме предложили списать долги по ЖКХ всем жителям России№%:№%:2019-01-21 12:00:20№%:№%:39699882
Водитель «ВАЗа» погиб в ДТП на трассе в Челябинской области№%:№%:2019-01-21 11:05:04№%:№%:39699882
Челябинское такси врезалось в фуру в Свердловской области№%:№%:2019-01-21 09:52:39№%:№%:39699882
В Челябинской области неизвестный ранил собаку на автостоянке№%:№%:2019-01-21 08:24:27№%:№%:39699882
В России стартовала продажа невозвратных билетов в поезда РЖД№%:№%:2019-01-21 08:09:43№%:№%:39699882
Какая погода ждет южноуральцев в понедельник№%:№%:2019-01-21 07:10:08№%:№%:39699882
Эволюция кофе от дней недели.№%:№%:2019-01-21 06:16:25№%:№%:39699882
Cтендист на интерактивной выставке! №%:№%:2019-01-20 14:26:59№%:№%:39699882
25 рейтинговых триллеров, которые заставят вас ёрзать в кресле до самых титров№%:№%:2019-01-19 16:26:47№%:№%:39699882
Южноуральцы опасаются за свои жизни из-за соседки с "синдромом Плюшкина"№%:№%:2019-01-19 15:46:56№%:№%:39699882
Южноуралец стал участником смертельного ДТП в Башкирии№%:№%:2019-01-18 13:03:12№%:№%:39699882
Плату за междугородние звонки с таксафонов внутри региона отменили№%:№%:2019-01-18 13:02:50№%:№%:39699882
Видео дня: девочка прославилась в соцсетях из-за своей любви к шаурме№%:№%:2019-01-18 11:52:24№%:№%:39699882
Трактор обыграл Торпедо№%:№%:2019-01-18 09:34:37№%:№%:39699882
ИГ взяло ответственность за взрывы в Магнитогорске№%:№%:2019-01-18 07:57:44№%:№%:39699882
От каких платежей за услуги ЖКХ могут отказаться собственники квартир№%:№%:2019-01-18 07:52:04№%:№%:39699882
Какая погода ждет южноуральцев в выходные№%:№%:2019-01-18 07:05:42№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-18 06:19:42№%:№%:39699882
ПРЯМАЯ ТРАНСЛЯЦИЯ! В государственном академическом театре оперы и балета имени М.И. Глинки проходит праздничное мероприятие, посвященное 85-летию Челябинской области. Поздравить земляков приехали знаменитые южноуральцы. Также в зале присутствуют деятели культуры и искусства, промышленники и предприниматели, представители федеральных и областных властей, ветераны, почетные граждане, общественные, политические и религиозные деятели.№%:№%:2019-01-17 16:07:13№%:№%:39699882
Челябинку отправили в колонию за оставленный себе миллион рублей, найденный в аптеке№%:№%:2019-01-17 11:41:36№%:№%:39699882
Открыта регистрация в волонтерский корпус международного спортивного события №%:№%:2019-01-17 11:39:52№%:№%:39699882
Двое молодых водителей погибли в лобовом ДТП в Челябинской области№%:№%:2019-01-17 11:01:55№%:№%:39699882
В Челябинске спецназовец задержал грабителя№%:№%:2019-01-17 09:43:51№%:№%:39699882
Оптическая иллюзия со «статуей» собаки привела в замешательство пользователей соцсетей№%:№%:2019-01-17 09:15:05№%:№%:39699882
Первые случаи гриппа зафиксированы на Южном Урале№%:№%:2019-01-17 08:49:01№%:№%:39699882
Видео дня: женщина сняла на видео, что делают пёс и кот, пока никого нет дома№%:№%:2019-01-17 08:17:48№%:№%:39699882
Информирую вас, что в поселке Старокамышинск, около озера Курочкино есть дамба, на протяжении многих лет в нее сливали отходы из шахт копейска, лет 10 назад, перестали ее использовать, приехали выкапали трубы и бросили,за многие годы эти отходы утрамбовались, и там образовалиьсь залежи толи угля толи еще чегото, смысл в том что сейчас эта дамба начала гореть из нутри, появились большие трещены и от туда валит дым, жуткий запах серы, в некоторых местах появился огонь , и все это тлеет на поверхности, изза этого озеро Курочкино на половино высохло ,рыба сдохла вся,у меня в 200м стоит сад,смотрите фото делайте выводы!№%:№%:2019-01-17 07:39:10№%:№%:39699882
Какая погода ждет южноуральцев в четверг, 17 января№%:№%:2019-01-17 06:52:33№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-17 06:12:43№%:№%:39699882
Быстро и легко: 20 восхитительных рецептов выпечки из слоёного теста№%:№%:2019-01-16 14:50:51№%:№%:39699882
В России отмечен резкий рост интернет-мошенничества№%:№%:2019-01-16 14:38:09№%:№%:39699882
В России можно будет оформить ДТП через мобильное приложение№%:№%:2019-01-16 13:46:16№%:№%:39699882
Россия вошла в ТОП 10 стран с самой высокой смертностью из-за неправильного питания№%:№%:2019-01-16 13:41:51№%:№%:39699882
Южноуралец за рулем большегруза стал участником смертельного ДТП№%:№%:2019-01-16 13:12:15№%:№%:39699882
На пост главы Челябинска претендуют 16 человек№%:№%:2019-01-16 11:14:15№%:№%:39699882
В Челябинской области ведутся поиски 16-летнего подростка№%:№%:2019-01-16 10:29:54№%:№%:39699882
🆘🆘🆘Ищем свидетелей ДТП , произошедшем 14 января 2019 года около ТК «Куба « около 12 ч. дня . Произошло столкновение между а/м Hyundai Creta и трамваем . Помогите , пожалуйста , возможно есть у кого то запись с видеорегистратора ! 🙏🙏🙏№%:№%:2019-01-16 09:47:28№%:№%:39699882
Видео дня: девочка впервые увидела новорожденного братика. Суровость малышки просто зашкаливает№%:№%:2019-01-16 09:17:49№%:№%:39699882
Полиция Челябинской области активно интересуется фиктивными браками№%:№%:2019-01-16 08:21:00№%:№%:39699882
🎉 Новый год - это новая здоровая активная жизнь!!! №%:№%:2019-01-16 07:20:00№%:№%:39699882
Прогноз погоды в Челябинской области на среду, 16 января№%:№%:2019-01-16 06:54:13№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-16 06:18:57№%:№%:39699882
На Южном Урале четыре человека пострадали при столкновении внедорожника и легковушки№%:№%:2019-01-15 13:32:36№%:№%:39699882
В Молодёжном театре ищут настоящую любовь№%:№%:2019-01-15 13:26:37№%:№%:39699882
Знаменитого бойца ММА Джеффа Монсона прооперировали в миасской клинике№%:№%:2019-01-15 13:11:15№%:№%:39699882
Челябинские лицеисты завоевали медали международной олимпиады№%:№%:2019-01-15 13:09:43№%:№%:39699882
В Челябинске из горящей пятиэтажки эвакуировали более 20 жильцов№%:№%:2019-01-15 12:45:44№%:№%:39699882
Более 700 земельных участков сформированы для бесплатного предоставления в 2019 году №%:№%:2019-01-15 11:43:26№%:№%:39699882
Лечить или само пройдёт? Как эффективно и безопасно избавиться от простуды№%:№%:2019-01-15 09:40:28№%:№%:39699882
Новорожденные в 2019 году получат подарки от губернатора Челябинской области№%:№%:2019-01-15 08:12:27№%:№%:39699882
«Не учёл снегопада»: водитель погиб в лобовом ДТП в Челябинской области№%:№%:2019-01-15 07:34:39№%:№%:39699882
Челябинские школьники завоевали пять золотых медалей по спортивному ориентированию №%:№%:2019-01-15 07:13:18№%:№%:39699882
Какая погода ждет южноуральцев во вторник, 15 января№%:№%:2019-01-15 06:38:58№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-15 06:18:48№%:№%:39699882
Что за полосами? Пользователи соцсетей пришли в восторг от новой оптической иллюзии№%:№%:2019-01-14 12:51:09№%:№%:39699882
Более половины россиян высказались за отставку правительства№%:№%:2019-01-14 12:46:00№%:№%:39699882
№%:№%:2019-01-14 11:45:03№%:№%:39699882
Взрыв газа произошел в многоэтажке в Ростовской области№%:№%:2019-01-14 08:16:42№%:№%:39699882
Врачи спасли ногу десятимесячному магнитогорцу, который выжил под завалами дома№%:№%:2019-01-14 08:06:54№%:№%:39699882
Челябинск встал в десятибалльных пробках из-за ночного снегопада№%:№%:2019-01-14 07:59:53№%:№%:39699882
Россиян предупредили о росте цен на продукты в начале года№%:№%:2019-01-14 07:51:02№%:№%:39699882
Сказочный хулиган: в Челябинске водитель Mercedes пытался заехать в бар по ступенькам (видео)№%:№%:2019-01-14 07:21:14№%:№%:39699882
На Южном Урале столкнулись пять грузовиков№%:№%:2019-01-14 07:00:37№%:№%:39699882
Прогноз погоды в Челябинской области на понедельник, 14 января№%:№%:2019-01-14 06:30:35№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-14 06:14:01№%:№%:39699882
№%:№%:2019-01-12 10:00:06№%:№%:39699882
Временная татуировка 🌸✒🖤 №%:№%:2019-01-11 17:00:10№%:№%:39699882
Классика не стареет: 20 рейтинговых боевиков 90-х, которые хочется пересмотреть и сейчас№%:№%:2019-01-11 14:35:58№%:№%:39699882
Челябинск получит более 1,5 миллиарда рублей на дорожные развязки№%:№%:2019-01-11 14:34:25№%:№%:39699882
Погиб пассажир: в Челябинской области женщина устроила лобовое ДТП№%:№%:2019-01-11 13:46:22№%:№%:39699882
ГИБДД изменяет экзамен на получение водительского удостоверения№%:№%:2019-01-11 13:35:01№%:№%:39699882
СЛЕДИТЬ ЗА ПОЖЕРТВОВАНИЯМИ ДЛЯ МАГНИТОГОРЦЕВ МОЖНО ОНЛАЙН №%:№%:2019-01-11 12:33:40№%:№%:39699882
В Магнитогорске автомобиль выгорел на парковке ТЦ (видео)№%:№%:2019-01-11 11:44:37№%:№%:39699882
Выросли надбавки к пенсиям№%:№%:2019-01-11 10:10:20№%:№%:39699882
Видео дня: драматичный побег пингвинёнка с отколовшейся льдины растрогал соцсети№%:№%:2019-01-11 07:50:19№%:№%:39699882
Аэропорт Челябинска в 2019 году запускает 10 новых направлений№%:№%:2019-01-11 07:34:52№%:№%:39699882
Какая погода ждет южноуральцев в выходные: прогноз на три дня№%:№%:2019-01-11 06:54:22№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-11 06:14:38№%:№%:39699882
В Челябинской области женщина за рулем иномарки погибла в лобовом столкновении с внедорожником№%:№%:2019-01-10 13:59:08№%:№%:39699882
Ночь в сугробе: в южноуральском нацпарке спасли 67-летнюю туристку№%:№%:2019-01-10 13:48:28№%:№%:39699882
Когда будет Пасха и Родительский день? №%:№%:2019-01-10 12:41:50№%:№%:39699882
За неделю бензин в Челябинске подорожал на 70 копеек№%:№%:2019-01-10 12:22:20№%:№%:39699882
В Миассе водителя маршрутки оштрафовали после публикации в соцсети№%:№%:2019-01-10 11:56:34№%:№%:39699882
Для трети челябинцев 2018 год стал плохим№%:№%:2019-01-10 09:40:07№%:№%:39699882
По ГОСТу: 10 советских рецептов, от которых у вас потекут слюнки№%:№%:2019-01-10 09:02:09№%:№%:39699882
Подал документы еще один претендент на пост главы Челябинска№%:№%:2019-01-10 08:22:06№%:№%:39699882
Видео дня: бульдог-грязнуля заставила понервничать хозяйку и стала звездой соцсетей№%:№%:2019-01-10 07:20:19№%:№%:39699882
В Челябинске исчезают заборы вдоль тротуаров№%:№%:2019-01-10 07:17:02№%:№%:39699882
Какая погода ждет южноуральцев в четверг, 10 января№%:№%:2019-01-10 06:42:35№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-10 06:16:43№%:№%:39699882
«Смотрел четыре раза»: новая оптическая иллюзия вызвала ажиотаж в Сети№%:№%:2019-01-09 14:16:47№%:№%:39699882
Повреждение теплотрассы в Металлургическом районе устранено№%:№%:2019-01-09 13:52:31№%:№%:39699882
Южноуралец за рулем пикапа устроил ДТП, в котором погибли двое (видео)№%:№%:2019-01-09 12:59:49№%:№%:39699882
Челябинцев просят не выбрасывать елки№%:№%:2019-01-09 12:38:00№%:№%:39699882
Когда россиян ждут следующие длинные выходные№%:№%:2019-01-09 11:51:14№%:№%:39699882
В новогодние каникулы в Челябинске произошло 195 ДТП№%:№%:2019-01-09 11:44:27№%:№%:39699882
Что изменится в жизни россиян в январе 2019 года№%:№%:2019-01-09 09:45:57№%:№%:39699882
Из-за аварии жители ЧМЗ остались без горячей воды и отопления№%:№%:2019-01-09 09:10:42№%:№%:39699882
Пятилетняя девочка и водитель иномарки погибли в лобовом ДТП в Челябинской области№%:№%:2019-01-09 07:59:07№%:№%:39699882
Челябинец «раскрасил» серые многоэтажки цветочными узорами№%:№%:2019-01-09 07:13:36№%:№%:39699882
Прогноз погоды в Челябинской области на среду, 9 января№%:№%:2019-01-09 06:18:17№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2019-01-09 06:02:57№%:№%:39699882
Поздравляем всех наших подписчиков с наступающим Новым годом и Рождеством!№%:№%:2018-12-31 09:51:00№%:№%:39699882
Видео дня: две сотни вирусных роликов 2018 года за шесть минут№%:№%:2018-12-27 16:31:00№%:№%:39699882
Ждет ли Челябинск новый мусорный коллапс в 2019 году?№%:№%:2018-12-27 15:53:00№%:№%:39699882
ИЗ ВЕТХОГО ЖИЛЬЯ РАССЕЛЯТ БОЛЕЕ 10 ТЫСЯЧ ЮЖНОУРАЛЬЦЕВ №%:№%:2018-12-27 14:37:59№%:№%:39699882
К каникулам готовы: 20 незаменимых продуктов для новогодних праздников№%:№%:2018-12-27 14:13:31№%:№%:39699882
Сеть «Красное & Белое» сообщила о результатах обысков№%:№%:2018-12-27 14:07:02№%:№%:39699882
Семилетний ребенок и двое взрослых погибли на пожаре в Челябинской области№%:№%:2018-12-27 13:06:45№%:№%:39699882
Стужа атакует: за сутки 7 челябинцев получили обморожения№%:№%:2018-12-27 12:18:13№%:№%:39699882
Обыск к нам приходит: ФСБ и ФНС проверяют сеть алкомаркетов «Красное & Белое»№%:№%:2018-12-27 09:13:50№%:№%:39699882
Во время новогодних каникул городской электротранспорт будет работать в особом режиме№%:№%:2018-12-27 08:29:22№%:№%:39699882
Какая погода ждет южноуральцев в четверг, 27 декабря№%:№%:2018-12-27 07:33:27№%:№%:39699882
В 2019 году тарифы будут повышаться два раза№%:№%:2018-12-27 07:25:36№%:№%:39699882
Третий день дома. Отмена занятий в школах Челябинска№%:№%:2018-12-27 07:06:01№%:№%:39699882
Доброе утро, Челябинск!№%:№%:2018-12-27 06:49:26№%:№%:39699882
Экстренное предупреждение МЧС: на Южный Урал обрушится снежная буря№%:№%:2018-12-26 13:02:42№%:№%:39699882
ГИБДД взяла на особый контроль перекрестки Челябинска№%:№%:2018-12-26 12:58:23№%:№%:39699882
