0,отправляйтесь по волнам несуществующего радио невская волна по самому поэтичному водному маршруту по воспоминаниям историям вехам города музыкантов художников поэтов и прочих романтиков,2019-02-02 11:00:05,23702661,[]
1,экспозиция входит в программу мероприятий международного фестиваля индийская мозаика,2019-02-02 10:44:07,23702661,[]
2,доброе утро любимый город,2019-02-02 09:00:02,23702661,[]
3,петропавловская крепость год,2019-02-01 23:00:01,23702661,[]
4,что нужно знать о прошедшем январе в петербурге солнце светило почти часов и только два дня не шел снег,2019-02-01 22:00:06,23702661,[]
5,обычный день в петербурге дворники чистят заледеневшую мойку от снега на самом деле так подготавливают площадку для съемок фильма никиты михалкова серебряные коньки,2019-02-01 21:58:32,23702661,[]
6,тайны блокадной хроники чтобы снимать в блокадном ленинграде нужно было иметь специальное разрешение делали это в основном фотокорреспонденты из тасс всего человек кто попадал в объектив фотографов и как сложилась судьба этих людей узнавала наталья бандурина,2019-02-01 21:00:08,23702661,[]
7,на выставке в петербурге представили лучшие фотографии дикой природы россии экспозиция будет работать до марта,2019-02-01 20:05:43,23702661,[]
8,мостов реки канал и канавка расчетное время в пути час минут водный маршрут по центру города города музыкантов художников поэтов и прочих романтиков под стихи современных петербургских поэтов джаз и непринужденный разговор ведущего несуществующего радио невская волна вспомним персонажей и явления поболтаем о том о сем но главное увидим реки и каналы петербурга с борта прогулочного теплоходика и с высоты пестрых крыш присоединяйтесь,2019-02-01 20:00:10,23702661,[]
9,обращение будет рассмотрено февраля,2019-02-01 19:30:03,23702661,[]
10,этот особняк находится в северо западной части каменного острова вы можете увидеть его отправляясь на прогулку в цпкио а история его такова,2019-02-01 19:00:13,23702661,[]
11,животное обнаружили дворники,2019-02-01 18:19:27,23702661,[]
12,как выглядят вестибюли академической за пять месяцев до окончания ремонта,2019-02-01 18:15:00,23702661,[]
13,где в петербурге можно увидеть необычные дверные ручки настоящей петербургской достопримечательностью стали дверные ручки каких их только нет в форме змей ладоней лап птиц какие элементы декора сохранились до наших дней увидел александр одинцов,2019-02-01 17:00:09,23702661,[]
14,,2019-02-01 16:00:12,23702661,
15,уголовное дело по факту теракта в петербургском метрополитене направлено в суд его будет рассматривать московский окружной военный суд,2019-02-01 15:27:09,23702661,[]
16,фотовыставка дикая природа россии открывается в петербурге там потрясающей красоты виды и невероятно милые животные,2019-02-01 14:30:04,23702661,[]
17,информация по вчерашним минированиям в цифрах объекта петербурга и ленобласти проверено за день торговых и бизнес центров учебных заведений медицинских заведений прочих объектов эвакуация эвакуированных сотрудников овд задействованных в проверке сообщения поступали с электронных адресов и с подписывайтесь на нас в,2019-02-01 14:01:52,23702661,[]
18,здание сопоставимое с четырьмя этажными высотками поставленными друг на друга и свяжут их больше лифтов здесь обустроят планетарий концертный зал медицинский центр спорткомплекс выставочные пространства и кафе лахта центр опубликовал видео в котором показывает новый многофункциональный центр,2019-02-01 13:26:27,23702661,[]
19,генпрокуратура возобновит расследование гибели группы дятлова спустя лет со дня трагедии в марте на перевал отправятся сотрудники прокуратуры и мчс чтобы установить причину гибели туристов,2019-02-01 12:31:25,23702661,[]
20,смольный выделил на ржевке участков под развитие чижика строительные работы должны начаться в марте,2019-02-01 12:23:23,23702661,[]
21,самый дорогой отель страны находится в петербурге к такому выводу пришли эксперты сервиса роскошная гостиница находится на невском проспекте номер люкс за сутки в ней стоит тысяч рублей зато антикварная мебель спа лаунж зона и завтрак с шампанским и икрой вам в номер,2019-02-01 11:45:00,23702661,[]
22,в приморском районе с крыши этажного дома на голову девушке упала наледь пострадавшую госпитализировали в тяжелом состоянии у нее диагностирован ушиб мозга сломана теменная кость в районной администрации сообщили что сотрудники управляющей компании чистили кровлю многоэтажки опасную территорию огородили однако женщина вероятно не заметила специальных лент,2019-02-01 11:26:54,23702661,[]
23,на будапештской после прорыва трубы квартиры заливает водой житель дома рассказал что вода льется прямо с потолка по его словам вероятно после парения собрался конденсат который теперь стекает по стенам,2019-02-01 10:36:54,23702661,[]
24,кондратьевский проспект возник еще в веке но тогда он носил конечно другое название ведь сегодняшнее получил лишь в году подробнее в фильме малые родины большого петербурга,2019-02-01 10:00:05,23702661,[]
25,,2019-02-01 08:45:00,23702661,
26,доброе утро любимый город,2019-02-01 08:00:02,23702661,[]
27,улица чайковского год,2019-01-31 23:00:03,23702661,[]
28,здесь похоронен целый город это самое крупное братское захоронение в мире история пискаревского мемориального кладбища в репортаже марии евсюковой,2019-01-31 22:00:07,23702661,[]
29,пути будут проложены на ириновском проспекте и рябовском шоссе,2019-01-31 21:00:09,23702661,[]
30,ох как в городе потеплело не лето ли близится ждать его придется конечно еще долго а вот на невской волне в лето можно окунуться уже сейчас присоединяйтесь,2019-01-31 20:00:12,23702661,[]
31,в кузнице в поселке стеклянный привели в порядок кованые козырьки с дома бака работа длилась три месяца,2019-01-31 19:00:10,23702661,[]
32,туманная завеса над петербургом будьте осторожны на дорогах очевидцы говорят видимость очень плохая,2019-01-31 18:21:17,23702661,[]
33,стадион на крестовском передадут в исключительное пользование мая года на петербургской арене пройдут четыре матча чемпионата европы по футболу матч открытие евро состоится июня года в риме это будет первый в истории чемпионат игры которого пройдут в городах четыре матча в том числе четвертьфинал состоятся в петербурге в качестве тренировочного поля будут использовать стадион петровский,2019-01-31 18:15:00,23702661,[]
34,в петербурге состоялась премьера вариоскопического фильма к юбилею невского проспекта фильм снят на основе повести гоголя невский проспект оригинальный текст писателя читали известные жители нашего города а на экране разыгрывались сцены повествования подробнее в программе культурная эволюция,2019-01-31 17:00:09,23702661,[]
35,,2019-01-31 16:00:05,23702661,
36,с февраля эрмитаж расширяет список лиц которые могут посещать его бесплатно в перечень попали аспиранты лица обучающиеся в аспирантуре по программе подготовки научно педагогических кадров адъюнкты лица проходящие военную или приравненную к ней службу службу в органах внутренних дел в адъюнктуре по программе подготовки научно педагогических кадров ассистенты стажеры лица обучающиеся по программам ассистентуры стажировки бесплатный проход в музей сохраняется для пенсионеров детей дошкольного возраста школьников студентов и инвалидов и группы подписывайтесь на нас в,2019-01-31 15:00:03,23702661,[]
37,ранее похищенная картина куинджи пока не возвращается в русский музей в министерстве культуры решили что состояние полотна позволяет показать его на ретроспективной выставке художника в третьяковской галерее в русский музей ай петри крым отправится после окончания выставки февраля а пока предлагаем вам узнать какие еще работы архипа куинджи есть в собрании русского музея,2019-01-31 14:30:03,23702661,[]
38,давно не было новостей от нерпенка живущего в центре петербурга и вот он объявился малыш чувствует себя хорошо об этом сообщает фонд друзей балтийской нерпы маленький герой совсем не похудел а это значит что он научился охотиться в неве укрываться от ворон и прятаться от прохожих в нашем городе он прожил уже как минимум два месяца,2019-01-31 13:30:03,23702661,[]
39,на выставку дикая природа россии от россия отправляется наша подписчица маруся корхова поздравляем вас напишите нам в сообщения группы чтобы узнать как получить билеты пост с условиями был опубликован тут,2019-01-31 13:00:10,23702661,[]
40,мост глупости поймал первую газель в этом году она же я в общем счете,2019-01-31 12:30:03,23702661,[]
41,в петербурге в общей сложности эвакуируют более школ продолжают поступать сообщения о минировании торговых центров и больниц по информации сми письма о бомбах поступают с адреса зарегистрированного в болгарии подписывайтесь на нас в,2019-01-31 12:12:16,23702661,[]
42,прибор аналогов которому в россии нет представили сотрудники лэти,2019-01-31 12:07:32,23702661,[]
43,сообщения о минировании поступили также в невскую ратушу и закс ленобласти а также в несколько региональных больниц подписывайтесь на нас в,2019-01-31 11:32:35,23702661,[]
44,какие шедевры лежат на полах парадных в центре петербурга на экскурсию по парадным отправилась съемочная группа программы пульс города подробный материал об украшениях парадных города на неве смотрите в эту пятницу,2019-01-31 11:00:05,23702661,[]
45,петербург захлестнула волна минирований за сегодняшнее утро эвакуировали тц континент тц жемчужная плаза тц шкиперский молл тц мега дыбенко тк невский центр тц планета нептун школу школу полюстровский рынок подписывайтесь на нас в,2019-01-31 10:52:15,23702661,[]
